,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
the,7.10236174417293e-05,0.052444385351138885,0.22248159881851315,5.2004333694474544e-05,0.09086141922639362,0.19985618623882073,0.1653505870679676,0.07009235648316797,0.13447863361467402,0.05582842174197773,0.21732155135093842,0.10672135587973533,0.02162391350434598,0.2751118519168348,0.16165715493553162,0.017762107503991483,0.0028523196926480004,0.04899222465463878,0.007345350591598508,0.23512084896905136,0.0,0.0,0.0,0.02906944053978071,0.03856080157886747,0.0,0.02589253076641891,0.08087405736001425,0.02580528192421587,0.0015232292460015233,0.0001620745542949757,0.21080359651587527,0.0028774678283110863,9.22636896249481e-05,0.014465577283686042,0.0010420006412311638,0.0022474568251715163,0.0,0.0039173598068151325,0.005512293289001663,0.0,0.0007069358259366899,0.022405319456490318,0.022067216233354472,0.034067943412568566,0.000156128024980484,0.2806061638004427,0.031918127469855104,0.0028144620047629355,0.055498104102033784
and,0.0,0.0,0.00016674209761558803,7.800650054171182e-05,0.0007110352673492605,0.002274055098647252,0.002542583099057384,0.0032571195920029143,0.0017943776168006912,0.0019178594817101694,0.003157707097201355,3.8695197925937394e-05,0.0018655925376298494,0.0007895429423633652,0.0017332487846121328,0.00019957424161788184,0.0038418999941789394,0.0015097757982939532,0.014333359803065196,0.0003631521607553565,0.006346863468634687,0.0007363770250368188,9.33009889904833e-05,0.0005060444194545966,0.0016193512474065078,0.0,0.001279395637870111,0.00011875779348019714,6.043391551338611e-05,0.011978120889011979,0.00869800108049703,0.0025990446754706378,0.0003996483094876509,0.0007381095169995848,0.002589516921153674,8.01538954793203e-05,0.0035486160397444995,0.00014427932477276007,0.00982023074859136,0.008924665325050311,0.0,0.0005498389757285367,0.0005782017924255566,0.0008877615726062143,9.6237128284092e-05,0.002185792349726776,0.0008513536523071684,0.0012159286655182896,0.007252652089196796,0.0095369412846145
of,0.0,0.0011550894571079552,7.940099886456572e-06,0.0,8.887940841865756e-06,2.6965080221113657e-05,0.0,0.003128549081792273,6.645843025187745e-05,0.0010992609224436335,7.639613944841988e-05,0.008938590720891537,0.0009751960992156031,4.3863496797964735e-05,4.227436060029592e-05,0.00013304949441192123,0.0004074742418068572,0.0003774439495734883,0.0004764551735090924,0.0,0.0,0.0,0.0,0.00033736294630306435,0.0007590708972218006,0.0,0.0007920068234434019,0.0014250935217623656,0.0007252069861606333,0.01363982552101364,5.4024851431658565e-05,0.0,0.0003996483094876509,0.00032292291368731836,0.0011608179301723367,8.01538954793203e-05,0.0010645848119233499,0.0,0.0013415615776764152,0.0013124507830956339,0.0,0.0,0.0017346053772766697,0.00012682308180088776,0.0070253103647387165,0.0,0.0,0.0008106191103455264,0.31586923576531717,0.01022635872687579
a,5.013431819416186e-05,0.03051430565827634,0.05029259268081593,1.733477789815818e-05,0.027677047781569965,0.06305334591703743,0.05504795766495783,0.012771337347590374,0.11716621253405995,0.1193048928805314,0.07199062874022767,0.16356460163293737,0.04197583209667161,0.048951662426528646,0.09279222151764956,0.053552421500798295,0.002386634844868735,0.09594625198158073,0.008417374731993965,0.05661138683775168,9.84009840098401e-05,0.0,0.0,0.1116671352263143,0.06725368149385152,5.4430655345090354e-05,0.040818813208236875,0.012350810521940503,0.027557865474104066,0.0013155161670013154,0.0007563479200432199,0.036175892104523745,0.0003996483094876509,0.0005074502929372145,0.00026788106080900077,8.01538954793203e-05,0.0011828720132481666,0.0,0.006385833109739737,0.007612214541954676,0.0,0.00015709685020815333,0.03845041919629951,0.058845909955611925,0.00673659897988644,0.00078064012490242,0.1678869402349736,0.018846894315533488,0.0024897163888287508,0.006549465701482247
to,0.0,0.004196548027622427,1.5880199772913144e-05,5.2004333694474544e-05,8.887940841865756e-05,0.0009887196081075009,8.26856292376385e-05,0.002099985000107142,0.00016614607562969363,0.018757601272336045,0.00654460261274797,0.00460472855318655,0.0020775916896332413,8.772699359592947e-05,0.00042274360600295924,0.017629058009579562,0.0029105302986204085,0.012115950781308974,0.0312872230604304,0.0001210507202517855,0.003788437884378844,0.0,0.0,0.07123980882766376,0.004301401750923537,0.0,0.03381259900085293,0.013775904043702868,0.007493805523659878,0.0061621546770061625,0.00010804970286331713,0.012644001123911211,0.00015985932379506036,0.00023065922406237025,0.001785873738726672,0.0001603077909586406,0.0036669032410693164,0.0,0.019694123960289776,0.023361623939102284,0.0,0.0,0.006215669268574733,0.00798985415345593,0.002694639591954576,0.000936768149882904,0.001021624382768602,0.018745566926740297,0.00941762286209136,0.025853154084798345
in,2.9245018946594417e-05,0.007254626590325502,0.0001985024971614143,1.733477789815818e-05,0.0003377417519908987,0.00024268572199002291,0.0010955845873987101,0.006621381275848029,0.000365521366385326,0.017939002713069512,0.0022154880440041764,0.003637348605038115,0.02115751536993852,0.0003509079743837179,0.0003381948848023674,0.0014635444385311335,0.002386634844868735,0.02064618404166981,0.014770110378781863,0.00040350240083928497,0.0006396063960639606,0.00016993315962388127,0.0,0.004048355355636773,0.017256211730175598,5.4430655345090354e-05,0.009138540270500792,0.02125764503295529,0.009669426482141778,0.014678390916014679,0.0004321988114532685,0.0034419780837313856,0.0035968347853888583,0.0002767910688748443,0.0008036431824270024,0.0007213850593138826,0.0008280104092737166,0.0,0.00633217064663268,0.00927465220054248,0.0,0.00015709685020815333,0.007372072853425846,0.016106531388712746,0.01539794052545472,0.00078064012490242,0.00034054146092286734,0.02006282298105178,0.01710326910586707,0.0448121337469838
for,8.355719699026976e-06,0.0024098988673475325,2.3820299659369718e-05,2.6002166847237272e-05,7.99914675767918e-05,0.000683115365601546,2.0671407309409625e-05,0.0015642745408961365,0.00029906293613344854,0.002596126859388156,0.0012223382311747182,0.002089540688000619,0.0011447954208183167,0.0,0.0002959205242020715,0.0006652474720596061,0.0017463181791722451,0.0020759417226541856,0.005757166679901533,0.00020175120041964248,0.0002460024600246003,5.664438654129376e-05,0.0,0.0012932246274950801,0.0012145134355548808,0.0,0.004873888144267089,0.009797517962116264,0.002719526198102375,0.00983175240600983,0.0,0.00021073335206518685,0.000879226280872832,0.0002767910688748443,0.0006250558085543352,0.0,0.0005914360066240833,0.0,0.009068956265092567,0.004024849068159944,0.0,0.0,0.0037583116507661175,0.0019023462270133164,0.00144355692426138,0.0,0.00017027073046143367,0.001519910831897862,0.0058454210868153274,0.0006894174422612892
that,0.0,0.008002526238812667,0.004478216335961507,2.6002166847237272e-05,0.0017242605233219568,0.005096400161790481,0.003638167686456094,0.0013928471939486146,0.004917923838638932,0.01885115539339508,0.005729710458631491,0.0012382463336299966,0.0004239983040067839,0.009123607333976665,0.0015641513422109492,0.0009313464608834486,0.00029105302986204084,0.008266022495659393,0.003930755181450012,0.01024896098131784,0.0,0.00033986631924776253,0.0,0.002867585043576047,0.002226607965183948,0.0,0.006031436578530522,0.015022860875244938,0.0035656010152897806,0.0009000900090009,5.4024851431658565e-05,0.00835908963191908,7.992966189753018e-05,4.613184481247405e-05,0.0007143494954906688,0.0,0.0002365744026496333,0.0,0.012127716662194794,0.004987312975763409,0.0,7.854842510407666e-05,0.0014455044810638914,0.001014584654407102,0.000288711384852276,0.000156128024980484,0.008002724331687382,0.0006079643327591448,0.01970123403334055,0.08204067562909341
with,0.0,0.0016038292462002542,0.0,3.466955579631636e-05,4.443970420932878e-05,0.0007999640465597051,8.26856292376385e-05,0.0012214198470010928,0.0001329168605037549,0.0006314903171484704,0.0013751305100715577,0.0019347598962968697,0.0007207971168115327,4.3863496797964735e-05,0.00012682308180088776,0.0005321979776476849,0.0016298969672274288,0.001547520193251302,0.006193917255618201,0.0001210507202517855,0.00014760147601476016,5.664438654129376e-05,0.0,0.001124543154343548,0.0028338646829613886,0.0,0.0013403192396734495,0.00623478415771035,0.0012086783102677222,0.0015924669390015925,5.4024851431658565e-05,0.000561955605507165,0.0006394372951802414,9.22636896249481e-05,0.0,0.0001603077909586406,0.00035486160397445,0.0,0.0018781862087469815,0.005162306413509493,0.0,7.854842510407666e-05,0.0013009540329575022,0.0011414077362079899,9.6237128284092e-05,0.00078064012490242,0.00017027073046143367,0.001013273887931908,0.0054124269322364145,0.003447087211306446
is,0.0,0.005384877469107589,9.528119863747887e-05,1.733477789815818e-05,3.5551763367463024e-05,0.00013482540110556829,0.0002480568877129155,0.026121241991128634,0.00029906293613344854,0.0001871082421180653,0.00040744607705823935,0.006694269241187169,0.0002543989824040704,8.772699359592947e-05,4.227436060029592e-05,0.0003991484832357637,0.07113336049828278,0.0,0.08056062892082903,0.000161400960335714,4.920049200492005e-05,0.00033986631924776253,0.0,0.00033736294630306435,0.0006072567177774404,0.0,0.00024369440721335446,0.004097143875066801,0.005620354142744908,0.0009693277020009694,0.04192328471096705,0.0017561112672098906,0.0548317480617057,0.0001845273792498962,0.0003571747477453344,0.0,0.0,0.0,0.0017171988194258116,0.0006124770321112958,0.0,0.0,0.0007227522405319457,0.00012682308180088776,0.0830526417091714,0.000312256049960968,0.00017027073046143367,0.0,0.01656202641264343,0.0036768930253935424
