,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
or,0.0,0.0,0.36,2.16,2.16,0.72,1.08,0.36,1.08,0.36,1.44,0.0,0.36,0.36,0.36,0.0,0.0,0.0,1.08,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0
more,14.389999999999999,117.65,19.79,205.79,78.43,21.950000000000003,405.10999999999996,18.349999999999998,23.39,107.21,8.63,50.73,34.18,6.12,7.920000000000001,2.52,1.44,16.91,5.4,1.08,0.0,1.44,0.36,2.16,9.71,0.0,1.7999999999999998,4.32,6.12,0.36,0.72,2.52,1.7999999999999998,0.0,1.44,0.0,2.16,1.08,0.36,0.36,0.0,2.88,0.0,23.03,0.36,0.0,7.199999999999999,5.04,2.88,0.0
he,0.0,12.23,0.72,0.0,0.0,1.7999999999999998,0.0,67.28,1.44,1.7999999999999998,0.72,116.92999999999999,0.0,0.0,0.0,0.36,0.72,0.0,0.72,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,4.68,1.44,0.0,0.36,0.0,0.72,0.0,0.72,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.59,0.0,0.0,0.0,0.36,0.72
about,0.0,3.9600000000000004,2.16,0.0,1.7999999999999998,0.0,11.15,0.72,10.43,24.82,0.0,8.27,1.44,0.0,0.36,0.36,1.44,2.16,12.59,0.36,0.36,0.0,0.0,0.36,1.7999999999999998,0.0,3.5999999999999996,24.1,0.0,26.259999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.08,3.9600000000000004,2.16,0.0,0.0,0.0,0.72,0.0,0.36
who,2.52,4.32,11.15,0.36,1.08,0.36,1.08,0.0,1.08,0.72,1.7999999999999998,0.36,0.0,0.72,0.0,0.0,0.0,0.0,1.08,0.36,0.0,0.0,0.0,0.0,0.36,0.0,0.36,1.44,2.52,0.36,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,1.08,0.0
i,0.72,26.62,1.08,0.36,0.0,0.36,0.36,17.99,0.0,0.0,0.36,22.67,0.0,1.08,0.36,0.0,0.36,0.36,0.72,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.36,11.15,0.36,1.08,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,3.5999999999999996,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.36,0.0
will,2.16,25.18,0.72,0.36,0.0,0.0,0.36,89.58000000000001,0.36,1.44,0.0,2.88,0.0,0.0,0.36,0.0,7.920000000000001,0.0,34.18,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,8.27,8.63,0.36,10.43,0.36,16.91,3.2399999999999998,0.0,26.62,0.0,0.0,6.84,0.0,0.0,20.509999999999998,0.0,0.0,5.04,0.36,0.0,0.0,0.0,0.0
we,0.72,51.09,5.04,0.0,0.72,2.52,1.08,57.559999999999995,0.72,1.08,1.08,331.35,3.2399999999999998,0.36,0.36,0.0,1.44,0.0,1.08,0.72,0.72,0.0,0.0,0.0,0.72,0.0,0.0,19.07,0.72,1.44,0.0,2.88,5.04,0.0,1.7999999999999998,0.36,12.59,0.0,0.0,0.36,0.0,0.0,0.0,0.0,6.4799999999999995,0.36,0.0,0.0,0.36,0.0
can,0.72,31.66,1.7999999999999998,0.36,0.0,1.44,0.72,164.42,0.72,1.08,0.36,4.68,0.0,0.0,0.0,0.0,20.15,0.0,35.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,21.229999999999997,0.36,0.0,9.71,0.36,30.22,9.35,0.0,126.27999999999999,0.72,0.0,69.08,0.0,0.0,49.65,0.0,0.0,50.01,2.52,0.0,0.0,16.91,0.0
its,0.0,198.24,188.16,0.0,94.98,106.49000000000001,347.54,10.79,206.51,37.419999999999995,36.34,11.15,1.08,27.34,48.93,9.35,0.0,2.16,1.08,15.11,0.0,0.0,0.0,0.36,0.72,0.0,1.08,30.22,1.7999999999999998,0.36,0.0,17.63,0.0,0.36,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,19.07,0.0,3.2399999999999998,0.0
you,0.36,5.76,1.44,0.0,7.199999999999999,1.44,7.920000000000001,18.349999999999998,5.76,1.08,0.72,21.590000000000003,7.56,0.72,0.0,0.0,0.36,0.0,0.72,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,3.5999999999999996,0.72,0.0,0.0,1.44,1.44,0.0,2.16,0.0,9.35,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.72,0.0
her,0.0,63.68,143.54999999999998,0.0,74.11,80.95,110.81,26.259999999999998,82.03,8.27,35.98,6.84,0.72,30.580000000000002,16.189999999999998,0.36,0.36,1.7999999999999998,4.68,5.04,0.0,0.0,0.0,0.36,0.36,0.0,0.36,13.31,1.44,0.36,0.0,18.349999999999998,0.0,0.0,0.72,0.0,0.36,0.0,0.0,3.9600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,17.63,0.72,3.2399999999999998,3.5999999999999996
our,0.0,39.22,298.97,0.0,127.36,156.86,55.050000000000004,34.18,49.29,17.27,67.64,7.920000000000001,1.44,21.950000000000003,11.87,0.0,0.36,1.08,5.76,2.16,0.0,0.0,0.0,2.88,2.16,0.0,0.72,8.27,1.7999999999999998,1.7999999999999998,0.0,14.03,0.0,0.0,1.7999999999999998,0.72,0.72,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.72,0.0,16.189999999999998,0.36,1.44,0.0
they,0.0,8.27,1.08,0.0,0.36,6.12,0.72,60.8,1.08,1.44,1.08,239.25,2.52,1.08,0.0,0.0,0.36,0.36,0.36,0.72,0.36,0.0,0.0,0.36,1.08,0.0,0.0,19.79,1.7999999999999998,0.0,0.36,0.36,0.72,0.0,2.52,0.0,2.88,0.0,0.0,0.36,0.0,0.0,0.0,0.0,11.15,0.0,0.0,0.36,1.08,0.36
also,0.0,1.44,0.0,0.0,0.0,0.0,0.72,2.16,0.0,38.86,0.0,0.0,45.69,0.0,0.0,59.72,0.72,7.56,59.36,0.0,0.0,0.0,0.0,31.66,0.0,0.0,0.0,1372.9,0.0,0.0,8.27,0.0,3.2399999999999998,2.16,14.389999999999999,7.920000000000001,28.06,0.0,1.44,0.0,0.0,29.5,0.0,0.0,1.7999999999999998,0.0,0.0,8.63,0.0,0.0
been,0.0,5.04,0.72,0.0,2.88,0.36,0.0,28.419999999999998,0.0,0.36,0.0,0.0,0.0,0.0,0.0,397.19,0.72,0.0,5.4,0.0,0.0,0.0,0.0,260.12,0.0,0.0,3.5999999999999996,1.44,5.76,0.0,3.2399999999999998,0.0,21.950000000000003,0.36,0.0,0.36,0.0,0.0,0.36,0.0,0.0,2.52,0.0,0.0,20.509999999999998,0.0,0.0,0.0,0.36,0.0
which,0.0,3.9600000000000004,27.34,0.0,10.07,39.94,2.88,0.36,6.4799999999999995,0.36,2.88,0.0,0.0,2.88,3.9600000000000004,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.36,0.36,0.0,0.0,1.44,0.0,0.36,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.72,0.0
these,0.0,2.52,364.81,0.0,62.24,78.07000000000001,29.5,62.24,50.37,1.7999999999999998,53.97,33.82,1.44,23.03,21.229999999999997,0.0,0.0,0.0,1.7999999999999998,5.4,0.0,0.0,0.0,0.72,0.0,0.0,0.36,0.72,0.36,1.08,0.0,6.12,0.0,0.0,0.72,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.0,0.0,1.44,0.0,13.67,0.72,1.08,0.0
into,0.0,7.56,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.7999999999999998,0.36,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
were,0.0,5.76,2.52,0.0,0.0,0.36,0.0,36.34,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,1.7999999999999998,0.72,1.7999999999999998,0.0,20.869999999999997,1.08,0.0,11.51,0.0,0.0,2.16,0.0,0.0,29.86,0.0,0.0,7.56,2.16,0.0,0.0,0.36,0.36
one,5.04,7.199999999999999,31.66,0.0,24.82,42.45,17.99,6.4799999999999995,11.15,30.580000000000002,14.389999999999999,48.57,0.36,14.389999999999999,5.4,2.16,2.88,15.11,9.35,4.32,0.0,0.36,0.0,0.0,3.2399999999999998,0.0,1.44,13.31,0.72,0.0,0.0,3.5999999999999996,0.0,0.0,1.7999999999999998,1.08,2.16,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.72,0.0,0.36,7.56,0.0,0.36,10.43
said,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.36,0.0,0.0,0.36,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,25.9,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
