,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
on,0.53,52.78,2.65,0.27,9.809999999999999,21.75,2.65,13.26,1.59,59.94,9.28,2.39,18.56,1.06,1.33,2.92,3.45,26.79,30.5,0.0,0.27,0.27,0.27,3.98,75.32000000000001,0.53,8.219999999999999,16.439999999999998,5.3,13.26,4.7700000000000005,1.59,4.7700000000000005,4.7700000000000005,6.9,4.51,0.27,0.0,37.92,8.75,0.0,4.7700000000000005,2.39,5.04,2.65,0.53,0.0,10.34,4.24,27.05
as,0.0,49.33,10.34,0.0,21.75,16.97,6.9,22.28,4.51,19.63,5.3,1.06,6.1,1.33,2.12,1.8599999999999999,6.9,8.219999999999999,38.19,2.92,0.27,0.0,0.0,1.33,6.1,0.0,10.08,31.560000000000002,9.809999999999999,1.06,3.45,5.3,4.51,0.7999999999999999,0.27,1.33,1.33,0.0,5.57,8.219999999999999,0.0,0.7999999999999999,0.53,0.7999999999999999,1.33,0.0,1.06,3.45,2.39,6.63
are,0.7999999999999999,101.84,7.6899999999999995,0.0,2.65,1.59,1.59,133.92999999999998,1.59,3.98,0.7999999999999999,30.5,1.06,0.7999999999999999,0.0,0.53,1.59,0.7999999999999999,4.24,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.7999999999999999,18.3,11.93,1.33,1.33,1.33,110.86,0.27,0.0,93.88,0.0,0.0,56.49,0.27,0.0,280.06,0.53,0.0,156.21,64.98,0.0,0.0,0.27,1.59
from,0.27,20.42,0.7999999999999999,0.0,4.51,6.63,0.7999999999999999,3.71,1.33,149.04999999999998,5.83,1.06,32.36,1.33,0.27,0.0,1.59,6.1,11.93,0.53,0.0,0.0,0.0,0.27,1.8599999999999999,0.0,2.39,4.51,3.45,6.63,0.53,0.7999999999999999,2.92,0.27,0.0,1.06,0.0,0.0,3.98,6.1,0.0,0.7999999999999999,0.27,0.0,0.0,0.27,0.27,2.39,4.24,1.59
by,0.27,29.17,1.06,0.27,5.57,5.57,4.24,9.809999999999999,0.53,9.28,43.23,1.06,2.39,0.0,0.53,0.27,2.12,2.39,7.16,1.06,0.0,0.0,0.0,0.0,0.53,0.0,4.51,14.32,5.83,0.53,0.0,0.27,1.59,0.0,0.53,0.0,0.0,0.0,0.27,0.53,0.0,0.27,0.0,0.0,1.06,0.0,0.53,0.27,6.1,2.12
has,0.0,66.03999999999999,4.51,0.0,2.39,0.7999999999999999,0.53,111.39,0.53,1.8599999999999999,0.7999999999999999,6.36,0.0,0.0,0.0,1.33,8.75,0.0,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,21.75,1.33,0.0,100.25,1.33,98.13,0.0,0.0,0.0,0.0,0.0,5.04,0.0,0.0,0.53,5.83,0.0,46.15,0.0,0.0,0.0,10.34,0.7999999999999999
this,0.0,43.49,254.85999999999999,0.0,58.08,225.16,56.75,58.879999999999995,34.21,22.81,263.34999999999997,14.32,1.06,19.09,11.93,3.45,1.8599999999999999,10.87,11.14,64.71,0.0,0.0,0.0,4.7700000000000005,1.33,0.0,3.98,43.23,1.8599999999999999,3.45,1.8599999999999999,36.6,1.8599999999999999,3.98,1.33,2.39,1.06,0.0,8.75,3.18,0.0,1.33,0.27,1.8599999999999999,1.59,0.0,10.34,0.7999999999999999,2.92,7.43
was,0.27,134.99,8.75,0.27,14.59,4.7700000000000005,2.12,220.92,2.65,0.27,4.24,14.85,0.0,0.7999999999999999,0.7999999999999999,0.27,39.25,3.98,397.28000000000003,0.53,0.0,0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.0,0.7999999999999999,54.9,4.24,0.7999999999999999,271.04,3.71,101.57000000000001,255.92,0.0,0.53,0.0,0.0,2.12,5.04,0.0,1.59,3.71,0.0,51.449999999999996,0.0,0.53,0.27,12.2,32.36
it,0.7999999999999999,187.77,89.37,0.27,31.03,24.93,24.93,140.82,20.42,53.04,24.4,94.41,0.27,5.83,3.71,7.6899999999999995,2.12,21.22,14.059999999999999,10.34,1.06,0.0,0.0,6.1,4.51,0.0,2.39,160.98,10.34,1.33,3.71,55.69,4.24,1.06,2.92,0.53,1.33,0.0,2.65,2.65,0.0,0.27,0.53,0.7999999999999999,3.98,0.27,6.9,0.27,2.39,42.96
at,0.27,54.1,8.219999999999999,0.0,8.49,28.91,109.53,14.32,6.9,25.19,4.51,3.18,15.12,1.8599999999999999,3.18,1.8599999999999999,1.59,22.28,13.26,0.27,0.0,0.0,0.0,2.39,4.7700000000000005,0.0,7.16,20.95,15.379999999999999,4.51,9.02,1.33,6.63,4.51,1.59,2.12,0.7999999999999999,0.0,5.04,4.24,0.0,2.92,0.7999999999999999,3.98,1.59,0.0,0.53,4.7700000000000005,5.04,6.9
new,599.1,54.1,191.48,176.35999999999999,242.93,348.48,191.48,12.459999999999999,40.309999999999995,11.67,30.23,13.53,5.57,32.36,87.52,19.63,27.32,5.3,1.59,30.23,0.27,6.1,2.12,2.12,3.18,0.0,0.53,7.43,3.98,1.8599999999999999,0.7999999999999999,13.0,8.75,0.53,1.59,0.53,0.27,4.7700000000000005,0.7999999999999999,7.6899999999999995,4.7700000000000005,0.27,0.0,0.27,0.7999999999999999,2.65,10.34,1.8599999999999999,3.18,2.65
his,0.53,136.57999999999998,264.94,0.0,104.22999999999999,185.91,93.62,45.62,90.43,12.73,106.61,26.79,1.8599999999999999,63.650000000000006,31.560000000000002,4.51,3.45,14.85,11.399999999999999,44.55,0.53,0.0,0.0,0.7999999999999999,2.92,0.0,2.12,26.52,5.57,1.8599999999999999,14.59,42.169999999999995,2.65,0.7999999999999999,1.33,0.0,0.0,0.0,0.27,3.71,0.0,0.53,0.27,1.33,2.39,0.0,16.439999999999998,1.8599999999999999,14.59,14.59
their,0.0,69.75,203.68,0.0,60.2,181.67,63.120000000000005,22.01,48.53,4.51,64.44,12.2,3.98,32.620000000000005,13.790000000000001,1.06,1.06,6.63,6.36,18.3,0.0,0.0,0.0,7.43,1.8599999999999999,0.0,2.39,8.219999999999999,5.83,1.8599999999999999,0.7999999999999999,39.52,1.8599999999999999,0.53,0.7999999999999999,0.27,0.0,0.0,1.59,1.33,0.0,3.45,0.0,0.53,0.7999999999999999,0.27,14.85,2.39,2.65,2.65
have,0.0,58.61,5.57,0.0,186.97,1.06,1.8599999999999999,188.82999999999998,0.7999999999999999,6.9,1.33,7.16,1.06,0.0,0.7999999999999999,1.06,1.59,1.8599999999999999,73.46000000000001,0.53,0.0,0.27,0.0,1.33,0.7999999999999999,0.0,39.78,20.42,6.63,1.33,5.04,1.59,99.72,95.47,46.41,113.51,9.55,0.0,174.77,2.65,0.0,61.260000000000005,9.809999999999999,0.0,12.73,0.7999999999999999,0.27,0.7999999999999999,0.27,2.92
be,0.27,102.63,2.92,0.27,904.61,0.53,17.240000000000002,47.47,0.0,14.059999999999999,0.53,2.92,1.33,0.27,0.0,8.219999999999999,7.43,4.24,55.96,0.53,0.0,0.0,0.0,13.53,0.53,0.0,174.5,10.08,5.04,0.27,8.49,1.8599999999999999,4.51,9.809999999999999,283.23999999999995,12.459999999999999,150.9,0.0,18.029999999999998,1.59,0.0,10.87,32.89,0.0,10.08,0.0,0.0,1.8599999999999999,2.65,5.3
an,0.27,76.38,120.92999999999999,0.0,200.5,230.99,75.05,24.4,95.21000000000001,142.95000000000002,65.24000000000001,103.7,6.1,27.849999999999998,39.52,13.790000000000001,10.34,45.080000000000005,19.89,27.05,0.0,0.0,0.0,14.85,53.04,0.53,9.809999999999999,13.26,13.790000000000001,3.45,6.1,8.75,3.98,5.04,3.18,0.7999999999999999,3.45,0.0,8.49,6.1,0.0,2.92,4.51,7.6899999999999995,2.12,0.0,17.5,2.65,0.7999999999999999,14.85
not,0.0,63.120000000000005,7.16,0.27,12.2,27.05,9.55,42.7,2.39,164.95999999999998,2.65,4.7700000000000005,163.9,0.53,2.12,31.29,15.12,69.75,31.03,0.27,0.0,0.0,0.0,24.130000000000003,2.12,0.0,0.53,63.38000000000001,35.269999999999996,0.53,15.909999999999998,4.51,21.22,8.75,46.41,11.399999999999999,1.33,0.27,10.61,2.65,0.0,12.459999999999999,3.71,0.53,4.7700000000000005,0.7999999999999999,0.7999999999999999,47.47,1.06,4.24
but,0.0,0.53,3.71,0.0,8.219999999999999,10.87,3.18,7.6899999999999995,3.71,1.59,4.51,0.7999999999999999,0.53,1.06,0.7999999999999999,0.0,5.04,1.8599999999999999,17.77,1.59,0.27,0.27,0.0,0.7999999999999999,1.33,0.0,2.65,0.27,0.7999999999999999,1.59,5.3,6.9,1.06,1.59,0.53,0.7999999999999999,0.27,0.0,5.04,2.92,0.0,0.53,0.0,0.0,0.0,0.0,0.27,0.0,2.65,6.36
or,0.27,1.8599999999999999,5.57,2.92,6.9,9.28,3.45,1.8599999999999999,6.1,3.18,11.93,0.53,1.06,1.8599999999999999,1.33,1.06,0.53,1.06,11.67,1.59,0.27,3.45,0.0,0.27,0.53,0.0,0.27,0.0,0.0,6.9,2.12,5.04,1.06,1.33,0.27,0.0,0.27,0.0,18.56,1.59,0.0,0.0,0.0,0.27,0.53,0.53,0.27,0.27,6.9,0.53
more,31.03,71.07,32.089999999999996,31.03,32.620000000000005,128.09,45.62,18.56,21.22,245.85,6.63,54.629999999999995,30.759999999999998,5.57,28.91,13.790000000000001,2.92,19.09,16.97,7.43,0.27,1.06,0.27,11.93,11.14,0.0,2.92,14.32,42.96,11.14,1.59,1.8599999999999999,3.98,3.45,2.39,4.24,2.39,0.53,5.3,1.33,0.0,5.3,0.0,3.98,2.92,0.53,2.92,11.399999999999999,13.53,1.06
he,0.27,116.96000000000001,5.04,0.0,3.71,17.5,2.92,237.89,3.18,6.1,5.04,66.3,0.0,0.27,0.7999999999999999,6.1,1.33,4.7700000000000005,9.55,0.27,0.0,0.27,0.0,0.27,1.59,0.0,0.53,73.2,4.51,0.53,15.65,2.12,8.49,0.0,0.53,0.0,1.33,0.0,0.7999999999999999,2.92,0.0,0.53,1.33,0.0,25.46,0.0,0.27,1.06,1.59,71.07
about,1.33,10.87,13.53,0.0,9.28,9.55,33.949999999999996,4.7700000000000005,9.809999999999999,33.949999999999996,10.34,1.33,10.87,3.71,5.3,2.92,2.65,16.439999999999998,8.219999999999999,4.51,0.27,0.0,0.0,2.39,1.33,0.0,3.98,2.12,20.16,160.18,1.8599999999999999,0.53,0.7999999999999999,1.8599999999999999,0.0,1.33,0.27,0.0,5.57,1.8599999999999999,0.0,0.7999999999999999,2.39,0.27,1.59,0.0,0.27,4.24,2.92,5.04
who,2.92,23.07,18.56,0.27,3.98,1.59,2.12,1.06,1.33,2.92,2.92,0.7999999999999999,1.06,0.0,0.27,0.0,1.06,1.06,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,5.57,2.92,0.7999999999999999,0.0,5.57,1.33,0.27,0.27,0.0,0.0,0.0,0.53,0.27,0.0,0.0,0.27,0.0,0.0,0.27,0.53,0.0,7.16,0.27
i,1.8599999999999999,276.87,10.87,0.53,10.61,8.49,7.16,173.70999999999998,5.04,10.61,8.75,52.25,1.33,1.8599999999999999,3.18,0.0,5.83,7.16,24.66,2.65,1.33,0.27,0.0,3.71,1.33,0.0,3.45,132.34,4.51,4.24,2.92,7.43,9.809999999999999,5.83,4.24,0.53,11.93,0.0,11.14,5.04,0.0,0.7999999999999999,1.33,0.27,13.26,0.0,1.33,0.7999999999999999,4.51,4.51
will,1.06,106.35,5.04,0.0,2.92,1.8599999999999999,1.33,109.25999999999999,0.7999999999999999,1.8599999999999999,1.59,2.12,1.06,0.7999999999999999,50.38999999999999,2.39,8.219999999999999,0.27,56.22,1.06,0.0,0.53,0.53,1.06,0.0,0.0,0.53,9.55,4.24,0.27,30.759999999999998,0.53,18.029999999999998,32.36,0.27,85.66,0.27,0.0,14.32,0.53,0.0,45.88,0.0,0.0,19.89,0.27,0.0,0.0,5.04,2.92
we,1.59,96.27,2.12,0.0,3.18,6.9,1.33,147.19,3.45,10.34,3.45,41.37,10.34,1.8599999999999999,0.53,0.27,2.39,2.12,11.399999999999999,0.7999999999999999,0.0,0.0,0.0,1.59,0.0,0.0,1.59,65.24000000000001,5.3,1.33,0.53,0.27,8.219999999999999,0.53,3.71,0.53,11.93,0.0,1.59,0.7999999999999999,0.0,0.7999999999999999,0.27,0.0,27.580000000000002,0.0,0.7999999999999999,0.53,1.06,2.39
can,1.06,31.560000000000002,3.45,0.27,1.06,0.7999999999999999,16.97,80.61999999999999,0.7999999999999999,4.51,2.12,13.0,0.27,0.0,0.0,0.27,3.71,0.0,37.129999999999995,0.53,0.0,0.0,0.0,0.0,0.7999999999999999,0.0,0.0,21.22,6.9,1.8599999999999999,12.2,0.27,18.56,56.49,0.53,60.47,0.27,0.0,163.37,0.0,0.0,41.37,0.0,0.0,120.4,0.27,0.0,0.0,5.3,0.7999999999999999
its,0.0,97.33,104.49,0.0,34.74,56.22,38.45,13.26,34.21,9.28,30.23,8.49,1.33,19.36,13.0,5.3,0.27,2.12,1.8599999999999999,15.909999999999998,0.0,0.0,0.0,2.39,0.53,0.0,1.33,10.61,5.04,0.27,0.53,9.02,0.27,0.0,0.53,0.0,0.27,0.0,0.27,0.53,0.0,0.0,0.53,0.0,1.59,0.0,5.57,0.27,7.6899999999999995,5.04
you,1.59,63.650000000000006,35.01,0.0,61.0,4.7700000000000005,28.38,84.33999999999999,16.97,23.07,7.16,36.86,84.87,8.75,0.53,0.53,2.12,5.83,11.14,3.98,0.53,0.0,0.0,20.42,1.06,0.0,1.06,26.259999999999998,8.49,1.33,0.53,10.87,4.51,0.0,7.6899999999999995,1.06,22.540000000000003,0.0,8.49,0.7999999999999999,0.0,0.0,0.0,0.0,5.04,0.0,0.27,4.24,2.92,2.39
her,0.53,83.8,148.51,0.0,73.46000000000001,105.82,69.48,16.71,75.58,7.16,52.78,15.12,2.92,36.07,20.69,37.92,1.33,11.14,6.9,24.4,0.0,3.45,0.0,2.92,1.59,0.0,1.59,12.73,3.45,1.59,0.7999999999999999,33.42,1.59,0.0,0.53,0.27,0.0,0.0,0.53,7.6899999999999995,0.0,0.27,0.7999999999999999,1.59,1.33,0.0,11.14,0.53,6.63,10.34
our,0.27,62.849999999999994,137.10999999999999,0.0,59.14,94.94,53.31,23.6,54.9,23.6,22.01,4.7700000000000005,1.8599999999999999,42.96,9.02,0.7999999999999999,4.24,1.06,6.1,5.3,0.0,0.0,0.0,2.12,2.39,0.0,1.59,6.63,1.33,2.65,0.0,12.459999999999999,0.53,0.0,0.27,1.8599999999999999,0.27,0.0,1.33,0.53,0.0,0.27,0.0,1.33,1.06,0.0,8.219999999999999,0.27,5.3,0.27
they,1.8599999999999999,159.12,2.92,0.0,2.92,8.219999999999999,0.53,113.24,0.27,7.43,2.39,94.67999999999999,11.399999999999999,0.7999999999999999,0.27,0.0,1.06,1.06,5.83,1.33,0.0,0.0,0.0,3.18,1.33,0.0,0.7999999999999999,60.47,7.16,0.27,1.59,4.24,6.9,0.53,1.8599999999999999,0.0,3.71,0.0,2.12,1.8599999999999999,0.0,2.65,0.0,0.0,9.02,0.0,0.27,2.12,0.53,28.11
also,0.0,29.439999999999998,1.06,0.0,1.59,0.0,0.27,12.2,0.27,80.61999999999999,0.53,0.27,21.75,0.27,0.0,19.89,3.45,31.03,40.309999999999995,0.27,0.0,0.0,0.0,14.59,0.53,0.0,0.53,103.7,0.27,0.53,36.86,0.53,15.379999999999999,13.790000000000001,13.0,36.33,113.77000000000001,0.0,22.81,0.27,0.0,20.95,0.0,0.0,8.49,0.0,0.0,12.2,0.0,1.59
been,0.0,13.26,3.71,0.0,11.93,0.0,0.7999999999999999,55.96,0.27,0.7999999999999999,0.0,2.65,0.27,0.0,0.0,386.40000000000003,4.51,0.7999999999999999,14.32,0.0,0.0,0.0,0.0,291.2,0.27,0.0,10.34,6.36,2.12,0.0,12.73,0.0,23.6,3.71,0.53,3.98,0.0,0.0,7.16,0.0,0.0,5.57,3.98,0.0,9.28,0.27,0.0,0.53,0.27,0.27
which,0.0,12.73,81.14999999999999,0.27,18.3,139.5,40.84,1.33,10.61,1.06,113.77000000000001,0.27,0.0,8.49,7.16,0.0,0.53,3.98,1.06,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.18,0.0,0.27,0.53,2.39,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,3.18,0.7999999999999999
these,0.0,8.49,108.2,0.0,14.32,151.7,10.34,13.790000000000001,7.96,2.39,9.55,2.39,5.57,6.9,2.39,0.7999999999999999,0.0,0.27,1.33,3.45,0.0,0.0,0.0,0.27,0.27,0.0,0.27,7.43,0.7999999999999999,0.53,0.0,6.1,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,4.24,0.0,1.8599999999999999,1.33,10.87,0.0
into,0.0,8.75,0.53,0.0,0.53,0.0,0.0,1.59,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,22.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.53,1.33,0.0,0.27,0.53,0.0,0.27,0.0,0.0,0.0,3.18,4.7700000000000005,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.27,0.0
were,0.0,37.660000000000004,3.98,0.53,15.65,2.12,0.0,93.62,0.7999999999999999,0.7999999999999999,1.06,9.55,0.0,0.27,0.0,0.27,0.7999999999999999,0.7999999999999999,6.63,0.0,0.0,0.0,0.0,0.27,0.53,0.0,0.27,12.2,3.18,3.45,6.9,0.7999999999999999,51.18,4.51,0.0,66.3,0.27,0.0,33.68,0.27,0.0,127.56,0.7999999999999999,0.27,9.55,4.24,0.53,0.27,0.0,7.96
one,28.11,90.17,35.01,1.06,38.19,51.71,19.89,24.66,44.55,61.260000000000005,22.81,27.05,3.45,16.18,8.75,5.83,28.64,35.800000000000004,10.34,38.19,1.59,0.53,0.0,4.7700000000000005,7.96,0.0,5.3,16.71,5.3,0.53,4.24,11.67,1.8599999999999999,4.24,1.59,0.7999999999999999,0.0,0.27,5.04,1.59,0.0,1.06,1.06,4.24,6.63,0.27,7.43,2.12,2.39,5.83
said,0.0,35.269999999999996,0.7999999999999999,0.27,1.06,2.92,0.53,9.55,1.06,7.6899999999999995,1.33,1.8599999999999999,0.53,0.27,0.0,26.79,0.27,1.33,10.08,0.27,0.0,0.0,0.0,12.73,0.7999999999999999,0.0,0.53,10.87,0.53,0.27,188.29999999999998,0.27,12.459999999999999,26.259999999999998,0.0,1.8599999999999999,0.53,0.0,8.75,1.06,0.0,15.65,7.16,0.27,3.45,0.0,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999
