,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
the,2.9846684603938885e-06,0.00110801427373799,0.004919435897660986,1.0534123977860783e-06,0.001794839157094513,0.0039037707774622417,0.0014043742949818067,0.000574285325526377,0.0007105266623067099,0.00041908256558589483,0.001498303567117732,0.00048421856551566735,8.954005381181666e-05,0.0011011670931523805,0.0006713748348556606,4.6876851701480484e-05,8.602867915252972e-06,0.0002278882153877216,3.248021559840408e-05,0.0010230390069832463,0.0,0.0,0.0,9.076903494256708e-05,0.00013378337451883194,0.0,7.46167115098472e-05,0.00023912461429743978,7.496784897577591e-05,3.86251212521562e-06,5.267061988930391e-07,0.0005268817676260035,6.3204743867164695e-06,3.5113746592869277e-07,2.8442134740224115e-05,2.282393528536503e-06,3.3358059263225815e-06,0.0,1.2816517506397285e-05,1.1060830176753822e-05,0.0,1.5801185966791174e-06,2.721315360947369e-05,3.054895953579627e-05,6.215133146937862e-05,1.7556873296434638e-07,0.0002893372719252428,5.530415088376911e-05,4.564787057073006e-06,8.47996980217793e-05
and,0.0,0.0,3.686943392251274e-06,1.5801185966791174e-06,1.4045498637147711e-05,4.4418889439979635e-05,2.1594954154614606e-05,2.6686447410580652e-05,9.480711580074706e-06,1.4396636103076404e-05,2.1770522887578952e-05,1.7556873296434638e-07,7.72502425043124e-06,3.1602371933582348e-06,7.198318051538202e-06,5.267061988930391e-07,1.1587536375646861e-05,7.022749318573856e-06,6.338031260012904e-05,1.5801185966791174e-06,2.2648366552400684e-05,2.282393528536503e-06,1.7556873296434638e-07,1.5801185966791174e-06,5.618199454859084e-06,0.0,3.686943392251274e-06,3.5113746592869277e-07,1.7556873296434638e-07,3.0373390802831924e-05,2.826656600725977e-05,6.496043119680816e-06,8.77843664821732e-07,2.809099727429542e-06,5.091493255966045e-06,1.7556873296434638e-07,5.267061988930392e-06,1.7556873296434638e-07,3.212907813247539e-05,1.790801076236333e-05,0.0,1.2289811307504248e-06,7.022749318573855e-07,1.2289811307504248e-06,1.7556873296434638e-07,2.4579622615008495e-06,8.77843664821732e-07,2.1068247955721565e-06,1.1763105108611208e-05,1.457220483604075e-05
of,0.0,2.4404053882044147e-05,1.7556873296434638e-07,0.0,1.7556873296434638e-07,5.267061988930391e-07,0.0,2.563303501279457e-05,3.5113746592869277e-07,8.25173044932428e-06,5.267061988930391e-07,4.055637731476402e-05,4.038080858179967e-06,1.7556873296434638e-07,1.7556873296434638e-07,3.5113746592869277e-07,1.2289811307504248e-06,1.755687329643464e-06,2.1068247955721565e-06,0.0,0.0,0.0,0.0,1.0534123977860783e-06,2.633530994465196e-06,0.0,2.282393528536503e-06,4.213649591144313e-06,2.1068247955721565e-06,3.4587040393976236e-05,1.7556873296434638e-07,0.0,8.77843664821732e-07,1.2289811307504248e-06,2.282393528536503e-06,1.7556873296434638e-07,1.5801185966791174e-06,0.0,4.389218324108659e-06,2.633530994465196e-06,0.0,0.0,2.1068247955721565e-06,1.7556873296434638e-07,1.2816517506397285e-05,0.0,0.0,1.404549863714771e-06,0.0005123095627899627,1.5625617233826828e-05
a,2.1068247955721565e-06,0.00064468838744508,0.00111205235459617,3.5113746592869277e-07,0.0005467210344509746,0.0012316146617448898,0.0004675395358840544,0.00010463896484675044,0.0006190553524322854,0.000895576106851131,0.0004963328080902072,0.0007421290342402921,0.00017381304563470292,0.00019593470598821056,0.0003853733688567403,0.00014133283003629884,7.198318051538202e-06,0.0004462957191953685,3.722057138844143e-05,0.00024632293234897796,3.5113746592869277e-07,0.0,0.0,0.0003486795036671919,0.00023333084610961633,1.7556873296434638e-07,0.00011763105108611208,3.6518296456584045e-05,8.005934223174196e-05,3.3358059263225815e-06,2.4579622615008495e-06,9.041789747663839e-05,8.77843664821732e-07,1.93125606260781e-06,5.267061988930391e-07,1.7556873296434638e-07,1.755687329643464e-06,0.0,2.089267922275722e-05,1.5274479767898135e-05,0.0,3.5113746592869277e-07,4.670128296851614e-05,8.146389209545673e-05,1.2289811307504246e-05,8.77843664821732e-07,0.00017311077070284554,3.2655784331368426e-05,4.038080858179967e-06,1.0007417778967744e-05
to,0.0,8.866221014699492e-05,3.5113746592869277e-07,1.0534123977860783e-06,1.755687329643464e-06,1.9312560626078104e-05,7.022749318573855e-07,1.7205735830505945e-05,8.77843664821732e-07,0.0001408061238374058,4.512116437183702e-05,2.089267922275722e-05,8.602867915252972e-06,3.5113746592869277e-07,1.755687329643464e-06,4.652571423555179e-05,8.778436648217319e-06,5.635756328155519e-05,0.00013834816157590494,5.267061988930391e-07,1.3518792438254672e-05,0.0,0.0,0.00022244558466582686,1.4923342301969443e-05,0.0,9.744064679521224e-05,4.073194604772836e-05,2.1770522887578952e-05,1.5625617233826828e-05,3.5113746592869277e-07,3.160237193358235e-05,3.5113746592869277e-07,8.77843664821732e-07,3.511374659286928e-06,3.5113746592869277e-07,5.442630721894738e-06,0.0,6.443372499791512e-05,4.6876851701480484e-05,0.0,0.0,7.5494555174668945e-06,1.1060830176753822e-05,4.915924523001699e-06,1.0534123977860783e-06,1.0534123977860783e-06,3.248021559840408e-05,1.5274479767898135e-05,3.950296491697794e-05
in,1.2289811307504248e-06,0.0001532715038778744,4.389218324108659e-06,3.5113746592869277e-07,6.671611852645163e-06,4.740355790037353e-06,9.305142847110358e-06,5.4250738485983035e-05,1.93125606260781e-06,0.00013466121818365368,1.5274479767898135e-05,1.650346089864856e-05,8.760879774920885e-05,1.404549863714771e-06,1.404549863714771e-06,3.86251212521562e-06,7.198318051538202e-06,9.603609693149747e-05,6.531156866273685e-05,1.755687329643464e-06,2.282393528536503e-06,5.267061988930391e-07,0.0,1.2640948773432939e-05,5.986893794084212e-05,1.7556873296434638e-07,2.633530994465196e-05,6.2853606401236e-05,2.8090997274295422e-05,3.722057138844143e-05,1.404549863714771e-06,8.602867915252972e-06,7.900592983395587e-06,1.0534123977860783e-06,1.5801185966791174e-06,1.5801185966791174e-06,1.2289811307504248e-06,0.0,2.0717110489792874e-05,1.8610285694220715e-05,0.0,3.5113746592869277e-07,8.954005381181665e-06,2.229722908647199e-05,2.8090997274295422e-05,8.77843664821732e-07,3.5113746592869277e-07,3.476260912694058e-05,2.773985980836673e-05,6.847180585609509e-05
for,3.5113746592869277e-07,5.091493255966045e-05,5.267061988930391e-07,5.267061988930391e-07,1.5801185966791174e-06,1.3343223705290326e-05,1.7556873296434638e-07,1.2816517506397285e-05,1.5801185966791174e-06,1.948812935904245e-05,8.427299182288626e-06,9.480711580074706e-06,4.740355790037353e-06,0.0,1.2289811307504248e-06,1.755687329643464e-06,5.267061988930392e-06,9.656280313039052e-06,2.5457466279830224e-05,8.77843664821732e-07,8.77843664821732e-07,1.7556873296434638e-07,0.0,4.038080858179967e-06,4.213649591144313e-06,0.0,1.4045498637147711e-05,2.8968840939117154e-05,7.900592983395587e-06,2.4930760080937185e-05,0.0,5.267061988930391e-07,1.93125606260781e-06,1.0534123977860783e-06,1.2289811307504248e-06,0.0,8.77843664821732e-07,0.0,2.967111587097454e-05,8.076161716359933e-06,0.0,0.0,4.564787057073006e-06,2.633530994465196e-06,2.633530994465196e-06,0.0,1.7556873296434638e-07,2.633530994465196e-06,9.480711580074706e-06,1.0534123977860783e-06
that,0.0,0.00016907268984466556,9.902076539189136e-05,5.267061988930391e-07,3.40603341950832e-05,9.95474715907844e-05,3.090009700172496e-05,1.1411967642682515e-05,2.5984172478723263e-05,0.00014150839876926318,3.950296491697794e-05,5.618199454859084e-06,1.755687329643464e-06,3.6518296456584045e-05,6.496043119680816e-06,2.4579622615008495e-06,8.77843664821732e-07,3.844955251919186e-05,1.738130456347029e-05,4.459445817294398e-05,0.0,1.0534123977860783e-06,0.0,8.954005381181665e-06,7.72502425043124e-06,0.0,1.738130456347029e-05,4.4418889439979635e-05,1.0358555244896437e-05,2.282393528536503e-06,1.7556873296434638e-07,2.089267922275722e-05,1.7556873296434638e-07,1.7556873296434638e-07,1.404549863714771e-06,0.0,3.5113746592869277e-07,0.0,3.9678533649942285e-05,1.0007417778967744e-05,0.0,1.7556873296434638e-07,1.755687329643464e-06,1.404549863714771e-06,5.267061988930391e-07,1.7556873296434638e-07,8.25173044932428e-06,1.0534123977860783e-06,3.195350939951104e-05,0.00012535607533654332
with,0.0,3.388476546211885e-05,0.0,7.022749318573855e-07,8.77843664821732e-07,1.5625617233826828e-05,7.022749318573855e-07,1.0007417778967744e-05,7.022749318573855e-07,4.740355790037353e-06,9.480711580074706e-06,8.778436648217319e-06,2.9846684603938885e-06,1.7556873296434638e-07,5.267061988930391e-07,1.404549863714771e-06,4.915924523001699e-06,7.198318051538202e-06,2.7388722342438037e-05,5.267061988930391e-07,5.267061988930391e-07,1.7556873296434638e-07,0.0,3.511374659286928e-06,9.831849046003398e-06,0.0,3.86251212521562e-06,1.843471696125637e-05,3.511374659286928e-06,4.038080858179967e-06,1.7556873296434638e-07,1.404549863714771e-06,1.404549863714771e-06,3.5113746592869277e-07,0.0,3.5113746592869277e-07,5.267061988930391e-07,0.0,6.144905653752123e-06,1.0358555244896437e-05,0.0,1.7556873296434638e-07,1.5801185966791174e-06,1.5801185966791174e-06,1.7556873296434638e-07,8.77843664821732e-07,1.7556873296434638e-07,1.755687329643464e-06,8.778436648217319e-06,5.267061988930392e-06
is,0.0,0.00011376853896089646,2.1068247955721565e-06,3.5113746592869277e-07,7.022749318573855e-07,2.633530994465196e-06,2.1068247955721565e-06,0.00021401828548353824,1.5801185966791174e-06,1.404549863714771e-06,2.809099727429542e-06,3.0373390802831924e-05,1.0534123977860783e-06,3.5113746592869277e-07,1.7556873296434638e-07,1.0534123977860783e-06,0.0002145449916824313,0.0,0.00035622895918465883,7.022749318573855e-07,1.7556873296434638e-07,1.0534123977860783e-06,0.0,1.0534123977860783e-06,2.1068247955721565e-06,0.0,7.022749318573855e-07,1.21142425745399e-05,1.6327892165684213e-05,2.4579622615008495e-06,0.0001362413367803328,4.389218324108659e-06,0.00012044015081354162,7.022749318573855e-07,7.022749318573855e-07,0.0,0.0,0.0,5.618199454859084e-06,1.2289811307504248e-06,0.0,0.0,8.77843664821732e-07,1.7556873296434638e-07,0.00015151581654823093,3.5113746592869277e-07,1.7556873296434638e-07,0.0,2.6862016143544998e-05,5.618199454859084e-06
on,3.5113746592869277e-07,4.8281401565195254e-05,2.1068247955721565e-06,1.7556873296434638e-07,1.5801185966791174e-06,2.1946091620543298e-05,5.267061988930391e-07,8.778436648217319e-06,2.1068247955721565e-06,6.531156866273685e-05,5.618199454859084e-06,1.755687329643464e-06,2.4052916416115454e-05,1.0534123977860783e-06,1.5801185966791174e-06,1.404549863714771e-06,2.809099727429542e-06,3.8800689985120554e-05,2.3877347683151108e-05,0.0,1.7556873296434638e-07,3.5113746592869277e-07,0.0,4.038080858179967e-06,8.550197295363669e-05,3.5113746592869277e-07,1.1411967642682515e-05,1.4923342301969443e-05,6.144905653752123e-06,1.4396636103076404e-05,1.7556873296434638e-07,1.5801185966791174e-06,8.77843664821732e-07,3.5113746592869277e-07,3.5113746592869277e-07,1.7556873296434638e-07,1.7556873296434638e-07,0.0,3.353362799619016e-05,1.0007417778967744e-05,0.0,7.022749318573855e-07,4.213649591144313e-06,1.0007417778967744e-05,1.2289811307504248e-06,3.5113746592869277e-07,1.7556873296434638e-07,1.5098911034933789e-05,7.373886784502548e-06,2.861770347318846e-05
as,1.7556873296434638e-07,4.898367649705264e-05,7.198318051538202e-06,0.0,1.0358555244896437e-05,1.5098911034933789e-05,5.442630721894738e-06,2.001483555793549e-05,1.93125606260781e-06,2.1770522887578952e-05,4.038080858179967e-06,1.7556873296434638e-07,7.198318051538202e-06,1.2289811307504248e-06,1.404549863714771e-06,8.77843664821732e-07,1.0358555244896437e-05,1.457220483604075e-05,4.12586522466214e-05,8.77843664821732e-07,1.7556873296434638e-07,0.0,0.0,1.755687329643464e-06,1.316765497232598e-05,0.0,1.6327892165684213e-05,2.9495547138010193e-05,7.5494555174668945e-06,1.404549863714771e-06,5.267061988930391e-07,5.969336920787777e-06,2.4579622615008495e-06,5.267061988930391e-07,5.267061988930391e-07,1.404549863714771e-06,3.5113746592869277e-07,0.0,8.25173044932428e-06,1.0885261443789476e-05,0.0,3.5113746592869277e-07,1.5801185966791174e-06,2.1068247955721565e-06,1.93125606260781e-06,1.7556873296434638e-07,3.5113746592869277e-07,3.686943392251274e-06,2.633530994465196e-06,7.198318051538202e-06
are,0.0,3.757170885437013e-05,1.7556873296434638e-07,0.0,8.77843664821732e-07,1.7556873296434638e-07,5.267061988930391e-07,9.744064679521224e-05,1.2289811307504248e-06,3.5113746592869277e-07,1.7556873296434638e-07,1.404549863714771e-06,5.267061988930391e-07,1.7556873296434638e-07,0.0,1.7556873296434638e-07,1.2289811307504248e-06,0.0,2.4579622615008495e-06,0.0,0.0,0.0,0.0,3.5113746592869277e-07,1.7556873296434638e-07,0.0,3.5113746592869277e-07,9.480711580074706e-06,8.076161716359933e-06,2.282393528536503e-06,0.0,1.0534123977860783e-06,0.00010902818317085911,2.282393528536503e-06,0.0,0.0001332566683199389,3.5113746592869277e-07,0.0,7.23343179813107e-05,1.7556873296434638e-07,0.0,0.00038554893758970465,8.77843664821732e-07,0.0,0.00015520275994048221,7.00519244527742e-05,0.0,0.0,1.7556873296434638e-07,1.93125606260781e-06
from,3.5113746592869277e-07,2.1946091620543298e-05,0.0,0.0,3.5113746592869277e-07,1.070969271082513e-05,0.0,3.686943392251274e-06,5.267061988930391e-07,0.0001408061238374058,5.442630721894738e-06,1.0534123977860783e-06,3.1251234467653656e-05,5.267061988930391e-07,1.7556873296434638e-07,0.0,1.5801185966791174e-06,5.442630721894738e-06,1.4221067370112057e-05,1.7556873296434638e-07,1.7556873296434638e-07,0.0,0.0,7.022749318573855e-07,2.633530994465196e-06,0.0,2.809099727429542e-06,3.511374659286928e-06,3.686943392251274e-06,6.671611852645163e-06,0.0,5.267061988930391e-07,7.022749318573855e-07,1.7556873296434638e-07,1.7556873296434638e-07,0.0,0.0,0.0,7.022749318573856e-06,5.442630721894738e-06,0.0,5.267061988930391e-07,1.0534123977860783e-06,3.5113746592869277e-07,1.7556873296434638e-07,1.7556873296434638e-07,0.0,3.1602371933582348e-06,4.740355790037353e-06,1.0534123977860783e-06
by,1.7556873296434638e-07,2.6862016143544998e-05,5.267061988930391e-07,1.7556873296434638e-07,2.1068247955721565e-06,5.267061988930392e-06,4.038080858179967e-06,9.831849046003398e-06,0.0,8.778436648217319e-06,4.1083083513657056e-05,8.77843664821732e-07,3.3358059263225815e-06,0.0,0.0,0.0,1.2289811307504248e-06,3.511374659286928e-06,8.602867915252972e-06,1.404549863714771e-06,0.0,0.0,0.0,1.7556873296434638e-07,1.404549863714771e-06,0.0,4.740355790037353e-06,1.4045498637147711e-05,5.969336920787777e-06,7.022749318573855e-07,0.0,3.5113746592869277e-07,1.404549863714771e-06,0.0,3.5113746592869277e-07,0.0,0.0,0.0,1.0534123977860783e-06,2.633530994465196e-06,0.0,0.0,2.4579622615008495e-06,0.0,7.022749318573855e-07,3.5113746592869277e-07,5.267061988930391e-07,8.77843664821732e-07,6.144905653752123e-06,2.1068247955721565e-06
has,0.0,4.599900803665875e-05,0.0,1.7556873296434638e-07,5.267061988930391e-07,0.0,0.0,0.0001018298651193209,0.0,0.0,1.7556873296434638e-07,1.2289811307504248e-06,0.0,0.0,0.0,0.0,9.656280313039052e-06,0.0,9.550939073260443e-05,0.0,0.0,0.0,0.0,0.0,1.7556873296434638e-07,0.0,0.0,8.602867915252972e-06,5.267061988930392e-06,1.7556873296434638e-07,0.00012763846886507983,0.0,9.849405919299832e-05,0.0,3.5113746592869277e-07,0.0,0.0,0.0,7.022749318573855e-07,1.7556873296434638e-07,0.0,3.5113746592869277e-07,9.305142847110358e-06,0.0,4.424332070701529e-05,1.7556873296434638e-07,0.0,0.0,8.076161716359933e-06,1.7556873296434638e-07
this,1.7556873296434638e-07,3.63427277236197e-05,0.00026177298084984044,1.7556873296434638e-07,5.7586544412305615e-05,0.00023719335823483195,5.4777444684876074e-05,6.689168725941597e-05,3.248021559840408e-05,2.1243816688685913e-05,0.00025123885687197966,1.018298651193209e-05,1.5801185966791174e-06,1.8259148228292022e-05,1.8785854427185065e-05,3.511374659286928e-06,1.755687329643464e-06,9.129574114146011e-06,7.900592983395587e-06,7.057863065166724e-05,1.7556873296434638e-07,0.0,0.0,1.1763105108611208e-05,4.213649591144313e-06,0.0,3.686943392251274e-06,3.476260912694058e-05,5.267061988930391e-07,1.2289811307504248e-06,0.0,3.8800689985120554e-05,7.022749318573855e-07,0.0,1.404549863714771e-06,0.0,5.267061988930391e-07,0.0,4.564787057073006e-06,1.2289811307504248e-06,0.0,0.0,1.7556873296434638e-07,1.755687329643464e-06,2.9846684603938885e-06,1.7556873296434638e-07,1.1236398909718169e-05,7.022749318573855e-07,1.2289811307504248e-06,7.373886784502548e-06
was,1.7556873296434638e-07,6.074678160566385e-05,3.5113746592869277e-07,7.022749318573855e-07,1.755687329643464e-06,8.77843664821732e-07,7.022749318573855e-07,0.0001620499405260917,1.755687329643464e-06,1.7556873296434638e-07,3.5113746592869277e-07,2.4579622615008495e-06,0.0,5.267061988930391e-07,1.7556873296434638e-07,0.0,5.1090501292624795e-05,1.7556873296434638e-07,0.000519507880841501,0.0,0.0,7.022749318573855e-07,0.0,1.7556873296434638e-07,1.7556873296434638e-07,0.0,0.0,9.305142847110358e-06,4.213649591144313e-06,3.5113746592869277e-07,0.0003493817785990493,1.0534123977860783e-06,0.00010165429638635655,0.0003379698109563668,0.0,3.5113746592869277e-07,0.0,0.0,9.129574114146011e-06,2.1068247955721565e-06,0.0,3.5113746592869277e-07,3.86251212521562e-06,0.0,5.7059838213412576e-05,1.7556873296434638e-07,1.7556873296434638e-07,1.7556873296434638e-07,1.070969271082513e-05,1.0358555244896437e-05
it,0.0,0.00017697328282806116,8.778436648217319e-05,1.7556873296434638e-07,2.615974121168761e-05,2.1770522887578952e-05,2.42284851490798e-05,0.0001608209593953413,2.5106328813901532e-05,5.6181994548590845e-05,2.1946091620543298e-05,9.673837186335485e-05,8.77843664821732e-07,5.618199454859084e-06,2.9846684603938885e-06,4.915924523001699e-06,1.755687329643464e-06,2.2472797819436337e-05,1.018298651193209e-05,1.1236398909718169e-05,3.5113746592869277e-07,1.7556873296434638e-07,0.0,1.21142425745399e-05,2.9846684603938885e-06,0.0,1.755687329643464e-06,0.00017258406450395249,4.213649591144313e-06,1.755687329643464e-06,0.0,5.7059838213412576e-05,1.0534123977860783e-06,0.0,2.633530994465196e-06,0.0,1.755687329643464e-06,0.0,2.633530994465196e-06,1.755687329643464e-06,0.0,0.0,0.0,1.7556873296434638e-07,9.129574114146011e-06,1.7556873296434638e-07,6.847180585609509e-06,3.5113746592869277e-07,1.93125606260781e-06,4.863253903112395e-05
at,1.7556873296434638e-07,5.3372894821161304e-05,5.091493255966045e-06,1.7556873296434638e-07,5.618199454859084e-06,2.773985980836673e-05,0.00010218100258524959,1.2816517506397285e-05,4.740355790037353e-06,2.9319978405045846e-05,5.618199454859084e-06,1.2289811307504248e-06,1.896142316014941e-05,1.755687329643464e-06,3.3358059263225815e-06,1.2289811307504248e-06,2.282393528536503e-06,3.248021559840408e-05,1.3518792438254672e-05,0.0,1.7556873296434638e-07,3.5113746592869277e-07,0.0,3.3358059263225815e-06,1.1411967642682515e-05,3.5113746592869277e-07,1.3518792438254672e-05,1.6854598364577252e-05,1.2992086239361632e-05,5.618199454859084e-06,3.5113746592869277e-07,7.022749318573855e-07,3.1602371933582348e-06,5.267061988930391e-07,0.0,1.7556873296434638e-07,1.2289811307504248e-06,0.0,4.564787057073006e-06,7.022749318573856e-06,0.0,1.7556873296434638e-07,1.93125606260781e-06,5.442630721894738e-06,1.2289811307504248e-06,3.5113746592869277e-07,1.7556873296434638e-07,8.778436648217319e-06,5.793768187823431e-06,9.305142847110358e-06
new,0.000977742273878445,3.9678533649942285e-05,0.0001332566683199389,0.0003174282691995383,0.0001850494445444211,0.0002752917732880951,3.7747277587334476e-05,5.442630721894738e-06,2.0190404290899835e-05,2.633530994465196e-06,1.2289811307504246e-05,6.496043119680816e-06,1.0534123977860783e-05,2.42284851490798e-05,7.198318051538202e-06,7.022749318573855e-07,3.195350939951104e-05,1.404549863714771e-06,1.7556873296434638e-07,1.4923342301969443e-05,0.0,1.3869929904183365e-05,5.091493255966045e-06,3.5113746592869277e-07,8.77843664821732e-07,0.0,2.809099727429542e-06,1.93125606260781e-06,2.633530994465196e-06,7.022749318573855e-07,0.0,8.25173044932428e-06,0.0,0.0,0.0,0.0,0.0,6.144905653752123e-06,0.0,1.1763105108611208e-05,9.831849046003398e-06,1.7556873296434638e-07,1.7556873296434638e-07,0.0,1.7556873296434638e-07,4.038080858179967e-06,5.969336920787777e-06,7.022749318573855e-07,2.282393528536503e-06,1.7556873296434638e-07
his,0.0,0.0001430885173659423,0.0002900395468571002,1.7556873296434638e-07,0.00011183728289828865,0.0002013773367101053,9.72650780622479e-05,4.336547704219356e-05,0.00010463896484675044,8.778436648217319e-06,0.00011411967642682515,2.5808603745758917e-05,1.755687329643464e-06,6.531156866273685e-05,3.353362799619016e-05,2.1068247955721565e-06,0.0,1.6854598364577252e-05,2.809099727429542e-06,4.705242043444483e-05,0.0,0.0,0.0,2.9846684603938885e-06,5.442630721894738e-06,0.0,3.1602371933582348e-06,2.089267922275722e-05,5.091493255966045e-06,3.5113746592869277e-07,1.7556873296434638e-07,4.4945595638872674e-05,3.5113746592869277e-07,0.0,1.7556873296434638e-07,0.0,0.0,0.0,0.0,1.404549863714771e-06,0.0,1.7556873296434638e-07,2.4579622615008495e-06,1.404549863714771e-06,1.93125606260781e-06,0.0,2.2472797819436337e-05,2.1068247955721565e-06,3.5113746592869277e-07,1.3343223705290326e-05
their,0.0,6.654054979348728e-05,0.00021068247955721567,0.0,5.7586544412305615e-05,0.00018575171947627847,6.373145006605774e-05,2.2999504018329376e-05,5.249505115633957e-05,6.144905653752123e-06,6.197576273641427e-05,9.831849046003398e-06,1.755687329643464e-06,3.3709196729154504e-05,1.4396636103076404e-05,1.404549863714771e-06,0.0,8.427299182288626e-06,5.267061988930391e-07,1.9312560626078104e-05,0.0,0.0,0.0,1.316765497232598e-05,1.93125606260781e-06,0.0,2.9846684603938885e-06,7.72502425043124e-06,3.511374659286928e-06,1.7556873296434638e-07,0.0,4.196092717847879e-05,1.7556873296434638e-07,0.0,0.0,0.0,0.0,0.0,5.267061988930391e-07,1.7556873296434638e-07,0.0,0.0,1.2289811307504248e-06,3.5113746592869277e-07,5.267061988930391e-07,0.0,1.4747773569005096e-05,1.0534123977860783e-06,1.7556873296434638e-07,2.4579622615008495e-06
have,0.0,2.6862016143544998e-05,7.022749318573855e-07,0.0,0.000206293261233107,0.0,0.0,0.00014361522356483533,0.0,1.7556873296434638e-07,0.0,5.267061988930391e-07,1.7556873296434638e-07,0.0,0.0,0.0,5.267061988930391e-07,0.0,6.250246893530731e-05,0.0,0.0,1.7556873296434638e-07,0.0,0.0,0.0,0.0,4.880810776408829e-05,3.3358059263225815e-06,5.969336920787777e-06,8.77843664821732e-07,2.282393528536503e-06,1.7556873296434638e-07,0.00010218100258524959,0.00012324925054097116,5.547971961673346e-05,0.00015221809148008831,1.457220483604075e-05,0.0,0.00018452273834552806,1.7556873296434638e-07,0.0,7.935706729988457e-05,1.7732442029398984e-05,0.0,1.2289811307504246e-05,7.022749318573855e-07,1.7556873296434638e-07,1.7556873296434638e-07,0.0,3.5113746592869277e-07
be,1.7556873296434638e-07,8.304401069213584e-05,0.0,1.7556873296434638e-07,0.0010312907374325708,0.0,1.7556873296434638e-07,2.1068247955721565e-06,0.0,3.5113746592869277e-07,1.7556873296434638e-07,0.0,0.0,0.0,0.0,0.0,3.5113746592869277e-07,0.0,1.2289811307504246e-05,0.0,0.0,0.0,0.0,1.7556873296434638e-07,5.267061988930391e-07,0.0,0.00019172105639706625,7.022749318573855e-07,3.86251212521562e-06,0.0,2.1068247955721565e-06,0.0,0.0,5.442630721894738e-06,0.0003421834605475111,2.809099727429542e-06,0.00022472797819436338,0.0,9.129574114146011e-06,0.0,0.0,2.1068247955721565e-06,4.670128296851614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
