,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
their,0.0,0.00027773673322919746,0.0003857601215856799,0.0,0.00018628361548528728,0.00029599569384050324,0.000266654705112509,5.936800776797399e-05,0.00017678473424241145,8.232363743825726e-06,0.00013229830708827626,1.7678473424241144e-05,9.498881242875839e-07,5.219107527335669e-05,3.1557394351331954e-05,1.2665174990501119e-06,5.2771562460421326e-08,1.8997762485751678e-06,2.1636340608772744e-06,1.4987123738759657e-05,0.0,0.0,0.0,8.865622493350783e-06,1.6886899987334824e-06,0.0,5.277156246042132e-07,1.1187571241609321e-05,4.591125934056656e-06,0.0,0.0,0.00010475155148393633,1.0554312492084265e-07,0.0,4.221724996833706e-07,0.0,0.0,0.0,0.0,1.5831468738126398e-07,0.0,0.0,6.807531557394351e-06,3.1662937476252797e-07,1.0554312492084265e-06,0.0,5.994849495503863e-05,3.1662937476252797e-07,2.110862498416853e-07,2.638578123021066e-07
have,0.0,4.1795077468653687e-05,0.0,0.0,0.0001489741208257694,1.0554312492084265e-07,1.0554312492084265e-07,0.000194515979229113,1.5831468738126398e-07,1.0554312492084265e-07,0.0,1.0554312492084265e-07,0.0,0.0,0.0,0.0,2.638578123021066e-07,0.0,9.498881242875839e-07,0.0,0.0,0.0,0.0,0.0,5.2771562460421326e-08,0.0,2.7388440916958668e-05,1.6623042175032716e-05,1.2876261240342804e-05,3.6940093722294926e-07,0.0,0.0,0.0002271815763921138,2.147802592139148e-05,7.910457212817157e-05,8.654536243509098e-05,5.736268839447798e-05,0.0,3.329885591252586e-05,5.2771562460421326e-08,0.0,0.00010037151179972136,1.715075779963693e-05,0.0,5.013298433740026e-05,2.110862498416853e-07,0.0,0.0,5.2771562460421326e-08,0.0
be,0.0,1.4934352176299235e-05,0.0,0.0,0.001031314645164014,0.0,5.2771562460421326e-08,1.5831468738126398e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.915734369063199e-07,0.0,6.701988432473508e-06,0.0,5.2771562460421326e-08,0.0,0.0,0.0,0.0,0.0,9.709967492717524e-05,1.794233123654325e-06,1.319289061510533e-06,0.0,1.3720606239709545e-06,0.0,0.0,4.7494406214379195e-07,0.0005345231561616076,7.388018744458985e-07,0.0004965276311901043,0.0,1.8470046861147464e-06,0.0,0.0,3.0079790602440155e-06,3.261282560054038e-05,0.0,0.0,0.0,0.0,0.0,1.5831468738126398e-07,0.0
an,0.0,7.905180056571115e-05,8.554270274834297e-05,0.0,7.335247181998564e-05,0.00017113817705914636,7.699370962975471e-05,5.17161312112129e-06,0.00010258791742305906,9.002828555747879e-05,2.4063832481952124e-05,0.00010728458648203656,1.2770718115421961e-05,1.3403976864947017e-05,2.4063832481952124e-05,3.905095622071178e-06,5.804871870646345e-07,2.390551779457086e-05,3.8787098408409676e-05,2.5699750918225186e-05,1.0554312492084265e-07,0.0,0.0,9.604424367796681e-06,3.393211466205091e-05,5.2771562460421326e-08,1.2190230928357327e-05,7.757419681681935e-06,1.2506860303119854e-05,1.0554312492084265e-07,0.0,3.060750622704437e-06,0.0,5.2771562460421326e-08,5.2771562460421326e-08,0.0,1.0554312492084265e-07,6.860303119854772e-07,1.2137459365896905e-06,2.110862498416853e-06,0.0,0.0,1.5620382488284714e-05,1.240131717819901e-05,4.7494406214379195e-07,1.0554312492084265e-07,1.7731244986701566e-05,1.319289061510533e-06,5.2771562460421326e-08,2.00531937349601e-06
not,5.2771562460421326e-08,1.5725925613205555e-05,7.493561869379828e-06,1.5831468738126398e-07,1.7414615611939036e-05,1.2665174990501119e-06,7.440790306919407e-06,3.5673576223244814e-05,1.635918436273061e-06,0.0005260797061679402,1.794233123654325e-06,2.638578123021066e-06,0.00021546628952590028,1.0554312492084265e-07,1.794233123654325e-06,0.00010638746992020939,1.2612403428040696e-05,0.0001472326592645755,8.02127749398404e-06,2.638578123021066e-07,2.638578123021066e-07,5.2771562460421326e-08,0.0,4.5647401528264446e-05,7.915734369063199e-07,0.0,0.0,1.6675813737493138e-05,1.4776037488917971e-05,0.0,1.319289061510533e-06,5.277156246042132e-07,1.8997762485751678e-06,2.638578123021066e-07,7.741588212943809e-05,3.1662937476252797e-06,3.4301515599273862e-06,8.443449993667412e-07,1.635918436273061e-06,1.1082028116688479e-06,0.0,4.063410309452442e-06,8.443449993667412e-07,1.5831468738126398e-07,3.58846624730865e-06,1.5831468738126398e-07,4.221724996833706e-07,4.401148309199139e-05,5.804871870646345e-07,0.0
but,0.0,0.0,5.804871870646345e-07,0.0,8.443449993667412e-07,1.6886899987334824e-06,9.498881242875839e-07,4.7494406214379195e-07,8.443449993667412e-07,1.002659686748005e-06,1.4248321864313759e-06,0.0,5.804871870646345e-07,1.5831468738126398e-07,1.0554312492084265e-07,0.0,6.860303119854772e-07,5.277156246042132e-07,3.4301515599273862e-06,1.0554312492084265e-07,2.00531937349601e-06,1.0554312492084265e-07,0.0,8.443449993667412e-07,9.498881242875839e-07,0.0,4.7494406214379195e-07,0.0,0.0,5.804871870646345e-07,0.0,4.7494406214379195e-07,0.0,2.110862498416853e-07,2.110862498416853e-07,0.0,2.110862498416853e-07,0.0,1.5831468738126398e-06,1.5831468738126398e-06,0.0,0.0,0.0,5.2771562460421326e-08,0.0,0.0,5.2771562460421326e-08,2.110862498416853e-07,4.591125934056656e-06,3.6940093722294926e-07
or,0.0,0.0,6.332587495250559e-07,3.6940093722294926e-07,1.6886899987334824e-06,1.794233123654325e-06,7.915734369063199e-07,0.0,1.0554312492084265e-06,1.0554312492084265e-07,8.971165618271625e-07,5.2771562460421326e-08,4.221724996833706e-07,1.0554312492084265e-06,2.110862498416853e-07,0.0,2.110862498416853e-07,3.6940093722294926e-07,3.377379997466965e-06,1.1082028116688479e-06,1.160974374129269e-06,5.2771562460421326e-08,0.0,0.0,2.638578123021066e-07,0.0,1.5831468738126398e-07,0.0,0.0,2.638578123021066e-07,3.6940093722294926e-07,2.110862498416853e-07,5.2771562460421326e-08,0.0,2.110862498416853e-07,0.0,1.0554312492084265e-07,0.0,2.585806560560645e-06,1.5831468738126398e-07,0.0,1.5831468738126398e-07,0.0,5.2771562460421326e-08,0.0,5.2771562460421326e-08,5.2771562460421326e-08,1.0554312492084265e-07,2.6913496854814875e-06,2.110862498416853e-07
more,3.7467809346899144e-05,9.298349305526238e-05,1.5409296238443028e-05,0.0004640203487144847,3.7256723097057455e-05,1.1979144678515641e-05,0.0001655443914383417,1.5725925613205555e-05,2.5383121543462656e-05,0.00012786549584160086,5.699328745725503e-06,3.4459830286655127e-05,6.205935745345548e-05,3.4301515599273862e-06,3.1662937476252797e-06,2.00531937349601e-06,1.160974374129269e-06,2.8180014353864988e-05,1.9367163422974625e-05,6.860303119854772e-07,1.635918436273061e-06,2.110862498416853e-06,1.1082028116688479e-06,5.910414995567188e-06,4.195339215603496e-05,0.0,1.3720606239709545e-06,2.321948748258538e-06,7.071389369696457e-06,0.0,5.2771562460421326e-08,9.182251868113311e-06,0.0,0.0,0.0,1.0554312492084265e-07,6.860303119854772e-07,2.1636340608772744e-06,1.2137459365896905e-06,7.915734369063199e-07,0.0,0.0,3.377379997466965e-06,2.0897538734326843e-05,5.2771562460421326e-08,5.277156246042132e-07,2.00531937349601e-06,2.823278591632541e-05,2.7968928104023303e-06,1.0554312492084265e-07
he,5.2771562460421326e-08,3.577911934816566e-05,1.5831468738126398e-07,5.2771562460421326e-08,1.5831468738126398e-07,3.6940093722294926e-07,1.5831468738126398e-07,0.0001497129227002153,5.2771562460421326e-08,1.160974374129269e-06,3.6940093722294926e-07,8.596487524802634e-05,5.2771562460421326e-08,1.0554312492084265e-07,2.638578123021066e-07,3.6940093722294926e-07,1.3720606239709545e-06,3.1662937476252797e-07,1.7414615611939038e-06,0.0,1.5831468738126398e-07,0.0,0.0,5.2771562460421326e-08,0.0,5.2771562460421326e-08,3.6940093722294926e-07,1.4828809051378392e-05,2.110862498416853e-07,2.110862498416853e-07,0.0,5.2771562460421326e-08,2.638578123021066e-06,1.5831468738126398e-07,2.7968928104023303e-06,0.0,9.498881242875839e-07,0.0,0.0,3.1662937476252797e-07,0.0,0.0,0.0,0.0,2.7282897792037827e-05,0.0,0.0,0.0,1.1082028116688479e-06,3.5356946848482286e-06
about,5.2771562460421326e-08,2.2164056233376958e-06,2.1636340608772744e-06,0.0,9.498881242875839e-07,1.0554312492084265e-07,4.960526871279605e-06,2.638578123021066e-07,3.060750622704437e-06,3.556803309832398e-05,1.5831468738126398e-07,0.0,5.224384683581711e-06,5.2771562460421326e-08,4.7494406214379195e-07,5.2771562460421326e-08,5.2771562460421326e-08,1.4987123738759657e-05,1.5303753113522184e-06,1.5831468738126398e-07,7.915734369063199e-07,0.0,0.0,1.0554312492084265e-06,3.3246084350065434e-06,0.0,1.672858529995356e-05,2.0105965297420527e-05,9.498881242875839e-07,2.6016380292987713e-05,0.0,0.0,0.0,0.0,5.2771562460421326e-08,0.0,1.0554312492084265e-07,3.4301515599273862e-06,7.915734369063199e-07,4.221724996833706e-07,0.0,0.0,2.4538776544095917e-05,2.427491873179381e-06,0.0,0.0,0.0,1.2137459365896905e-06,1.5831468738126398e-07,2.110862498416853e-07
who,5.224384683581711e-06,1.4564951239076286e-05,1.1451429053911427e-05,1.5831468738126398e-07,1.002659686748005e-06,7.915734369063199e-07,2.110862498416853e-06,0.0,4.7494406214379195e-07,5.277156246042132e-07,1.952547811035589e-06,5.2771562460421326e-08,5.2771562460421326e-08,1.0554312492084265e-07,2.638578123021066e-07,0.0,5.2771562460421326e-08,0.0,3.6940093722294926e-07,2.110862498416853e-07,0.0,1.5831468738126398e-07,0.0,0.0,1.0554312492084265e-07,5.2771562460421326e-08,5.804871870646345e-07,1.952547811035589e-06,4.063410309452442e-06,1.0554312492084265e-07,0.0,5.699328745725503e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0554312492084265e-07,1.0554312492084265e-07,0.0,5.2771562460421326e-08,5.2771562460421326e-08,0.0,0.0,5.2771562460421326e-08,4.221724996833706e-07,5.2771562460421326e-08,5.435470933423396e-06,0.0
i,0.0,7.556887744332334e-05,2.110862498416853e-07,5.2771562460421326e-08,1.5831468738126398e-07,5.804871870646345e-07,3.6940093722294926e-07,3.762612403428041e-05,5.2771562460421326e-08,3.1662937476252797e-07,7.388018744458985e-07,1.6781356862413983e-05,5.2771562460421326e-08,1.0554312492084265e-07,5.804871870646345e-07,0.0,5.277156246042132e-07,5.277156246042132e-07,2.6913496854814875e-06,0.0,0.0,0.0,0.0,1.5831468738126398e-07,1.0554312492084265e-07,0.0,1.5831468738126398e-07,3.187402372609448e-05,1.0554312492084265e-07,1.3720606239709545e-06,0.0,1.0554312492084265e-07,4.116181871912863e-06,0.0,3.6940093722294926e-07,0.0,3.0079790602440155e-06,0.0,2.638578123021066e-07,2.110862498416853e-07,0.0,0.0,0.0,0.0,1.2665174990501119e-06,5.2771562460421326e-08,0.0,0.0,4.7494406214379195e-07,2.638578123021066e-07
will,8.179592181365306e-06,4.2692194030480855e-05,5.804871870646345e-07,2.110862498416853e-07,5.2771562460421326e-08,5.2771562460421326e-08,5.2771562460421326e-08,0.00013989741208257693,4.7494406214379195e-07,4.221724996833706e-07,0.0,1.5831468738126398e-07,5.2771562460421326e-08,0.0,1.5831468738126398e-07,0.0,2.0211508422341368e-05,0.0,0.0001195275889728543,2.638578123021066e-07,0.0,2.638578123021066e-07,2.110862498416853e-07,0.0,2.638578123021066e-07,0.0,1.0554312492084265e-07,3.852324059610757e-06,1.3878920927090808e-05,3.1662937476252797e-07,3.8839869970870095e-05,0.0,4.1320133406509896e-05,1.0501540929623844e-05,5.2771562460421326e-08,6.802254401148309e-05,0.0,5.2771562460421326e-08,1.2084687803436484e-05,2.638578123021066e-07,5.2771562460421326e-08,5.456579558407565e-05,0.0,0.0,2.427491873179381e-05,8.971165618271625e-07,0.0,0.0,7.388018744458985e-07,1.5831468738126398e-07
we,0.0,0.00010406552117195085,2.638578123021066e-07,5.2771562460421326e-08,1.0554312492084265e-07,1.7414615611939038e-06,5.277156246042132e-07,0.00010084645586186516,1.0554312492084265e-07,1.5831468738126398e-07,1.794233123654325e-06,0.00018470046861147465,3.3246084350065434e-06,2.638578123021066e-07,1.5831468738126398e-07,0.0,1.477603748891797e-06,1.5831468738126398e-07,3.1135221851648583e-06,0.0,1.0554312492084265e-07,0.0,0.0,2.638578123021066e-07,4.7494406214379195e-07,0.0,4.221724996833706e-07,3.9262042470553466e-05,6.332587495250559e-07,1.1082028116688479e-06,0.0,2.638578123021066e-07,8.232363743825726e-06,5.2771562460421326e-08,2.0580909359564316e-06,0.0,1.715075779963693e-05,0.0,1.5831468738126398e-07,3.1662937476252797e-07,0.0,0.0,0.0,0.0,6.174272807869295e-06,1.5831468738126398e-07,0.0,2.638578123021066e-07,7.388018744458985e-07,0.0
can,4.7494406214379195e-07,3.9314814033013885e-05,0.0,3.6940093722294926e-07,1.0554312492084265e-07,3.6940093722294926e-07,5.2771562460421326e-08,0.00016913285768565035,2.110862498416853e-07,2.110862498416853e-07,4.221724996833706e-07,9.498881242875839e-07,5.2771562460421326e-08,0.0,0.0,0.0,4.759994933930004e-05,0.0,7.84713133786465e-05,0.0,2.110862498416853e-07,0.0,0.0,5.2771562460421326e-08,0.0,0.0,5.2771562460421326e-08,6.490902182631823e-06,7.388018744458985e-07,5.2771562460421326e-08,1.356229155232828e-05,5.2771562460421326e-08,3.3140541225144594e-05,2.464431966901676e-05,5.2771562460421326e-08,0.00022084898889686324,1.5831468738126398e-07,0.0,0.0001366255752100308,0.0,0.0,7.403850213197112e-05,0.0,0.0,6.72837421370372e-05,3.9578671845316e-06,0.0,0.0,9.446109680415418e-06,1.0554312492084265e-07
its,0.0,0.0002755730991683202,0.0002187381263984464,0.0,0.00013546460083590156,0.0001464938573901296,0.00038217165533837124,1.8733904673449572e-05,0.0003137269388272048,4.100350403174737e-05,4.92358677755731e-05,1.5303753113522184e-05,7.388018744458985e-07,3.171570903871322e-05,3.8892641533330514e-05,9.762739055177946e-06,1.0554312492084265e-07,2.4802634356398023e-06,2.638578123021066e-07,1.90505340482121e-05,1.0554312492084265e-07,0.0,0.0,6.332587495250559e-07,7.915734369063199e-07,0.0,1.0554312492084265e-07,1.1398657491451007e-05,3.219065310085701e-06,1.5831468738126398e-07,0.0,2.0475366234643475e-05,5.2771562460421326e-08,0.0,5.804871870646345e-07,0.0,0.0,0.0,0.0,1.0554312492084265e-07,0.0,0.0,4.221724996833706e-06,8.971165618271625e-07,5.2771562460421326e-08,0.0,1.5620382488284714e-05,0.0,0.0,5.2771562460421326e-08
you,0.0,6.015958120488031e-06,2.269177185798117e-06,2.110862498416853e-07,8.548993118588255e-06,5.277156246042132e-07,1.5725925613205555e-05,2.2164056233376957e-05,7.651876556761092e-06,5.804871870646345e-07,7.388018744458985e-07,2.4063832481952124e-05,1.2981804365263645e-05,4.01063874699202e-06,1.0554312492084265e-07,1.319289061510533e-06,1.5831468738126398e-07,1.0554312492084265e-07,7.915734369063199e-07,3.1662937476252797e-07,5.2771562460421326e-08,0.0,0.0,9.92105374255921e-06,5.2771562460421326e-08,0.0,2.638578123021066e-07,3.060750622704437e-06,6.860303119854772e-07,8.443449993667412e-07,0.0,1.160974374129269e-06,2.0580909359564316e-06,0.0,1.8997762485751678e-06,0.0,2.2058513108456116e-05,0.0,3.6940093722294926e-07,0.0,0.0,0.0,0.0,0.0,5.804871870646345e-07,0.0,0.0,6.860303119854772e-07,3.1662937476252797e-07,5.2771562460421326e-08
her,0.0,0.00011994976147253767,0.00015029340988727993,0.0,0.00010137417148646936,8.570101743572424e-05,0.00012828766834128424,2.8918816228310886e-05,9.013382868239962e-05,4.696669058977498e-06,4.295605184278296e-05,8.232363743825726e-06,4.221724996833706e-07,3.234896778823827e-05,2.232237092075822e-05,5.277156246042132e-07,0.0,3.377379997466965e-06,1.635918436273061e-06,6.490902182631823e-06,1.0554312492084265e-07,0.0,0.0,1.477603748891797e-06,1.1082028116688479e-06,0.0,8.443449993667412e-07,6.701988432473508e-06,1.2137459365896905e-06,0.0,0.0,3.187402372609448e-05,0.0,0.0,2.110862498416853e-07,0.0,0.0,0.0,0.0,5.804871870646345e-07,0.0,0.0,1.8470046861147464e-06,1.0554312492084265e-06,3.6940093722294926e-07,0.0,1.7836788111622407e-05,1.5831468738126398e-07,1.5831468738126398e-07,8.074049056444463e-06
our,0.0,6.174272807869295e-05,0.0002988981297758264,0.0,8.986997087009752e-05,0.00015599273863300543,6.934183307299362e-05,5.4354709334233964e-05,4.891923840081057e-05,1.3351205302486596e-05,7.836577025372567e-05,5.382699370962975e-06,1.6886899987334824e-06,1.984210748511842e-05,1.1029256554228058e-05,5.2771562460421326e-08,1.5831468738126398e-07,1.002659686748005e-06,7.915734369063199e-07,5.910414995567188e-06,5.2771562460421326e-08,5.2771562460421326e-08,0.0,2.269177185798117e-06,2.1636340608772744e-06,0.0,4.7494406214379195e-07,2.744121247941909e-06,1.319289061510533e-06,0.0,0.0,1.6095326550428504e-05,1.0554312492084265e-07,1.0554312492084265e-07,5.277156246042132e-07,0.0,0.0,5.2771562460421326e-08,7.915734369063199e-07,1.0554312492084265e-07,0.0,0.0,1.0554312492084265e-06,2.638578123021066e-07,2.2164056233376958e-06,0.0,1.3351205302486596e-05,2.110862498416853e-07,5.2771562460421326e-08,2.110862498416853e-07
they,0.0,3.831215434626588e-05,1.5831468738126398e-07,5.2771562460421326e-08,5.2771562460421326e-08,9.498881242875839e-07,3.1662937476252797e-07,0.00014301093426774178,1.0554312492084265e-07,2.638578123021066e-07,4.7494406214379195e-07,0.000173723983619707,4.907755308819183e-06,1.0554312492084265e-07,1.0554312492084265e-07,0.0,1.2665174990501119e-06,0.0,1.6886899987334824e-06,0.0,5.2771562460421326e-08,0.0,0.0,6.860303119854772e-07,5.277156246042132e-07,0.0,6.860303119854772e-07,3.577911934816566e-05,8.971165618271625e-07,3.1662937476252797e-07,0.0,1.0554312492084265e-07,6.807531557394351e-06,5.2771562460421326e-08,6.015958120488031e-06,0.0,2.0580909359564316e-06,0.0,5.2771562460421326e-08,2.110862498416853e-07,0.0,0.0,0.0,0.0,1.6781356862413983e-05,0.0,0.0,4.221724996833706e-07,1.7414615611939038e-06,2.6913496854814875e-06
also,0.0,1.160974374129269e-06,0.0,5.2771562460421326e-08,6.332587495250559e-07,5.2771562460421326e-08,5.2771562460421326e-08,1.3720606239709545e-06,0.0,0.0001444885380166336,0.0,0.0,9.446109680415417e-05,0.0,5.2771562460421326e-08,0.00029837041415122216,2.110862498416853e-07,4.8338751213745937e-05,8.93422552454933e-05,0.0,0.0,0.0,0.0,9.968548148773589e-05,0.0,0.0,5.2771562460421326e-08,0.0006786950648034787,0.0,0.0,5.0660699962004475e-05,5.2771562460421326e-08,2.321948748258538e-06,7.1769324946173e-06,3.852324059610757e-05,1.3351205302486596e-05,7.034449275974162e-05,1.5831468738126398e-07,5.804871870646345e-07,0.0,0.0,6.142609870393042e-05,0.0,0.0,2.5330349981002237e-06,0.0,0.0,2.585806560560645e-05,0.0,0.0
been,0.0,8.971165618271625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012559631865580276,0.0,0.0,3.1662937476252797e-07,0.0,0.0,0.0,0.0,0.0006537341157596994,0.0,0.0,3.651792122261156e-05,0.0,5.277156246042132e-07,0.0,1.0554312492084265e-07,0.0,0.0,1.0554312492084265e-07,0.0,5.2771562460421326e-08,0.0,1.0554312492084265e-07,3.219065310085701e-06,0.0,0.0,5.2771562460421326e-08,6.480347870139739e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
which,0.0,3.852324059610757e-06,3.1768480601173636e-05,1.0554312492084265e-07,1.4459408114155443e-05,6.744205682441846e-05,3.219065310085701e-06,6.332587495250559e-07,6.8603031198547725e-06,1.5831468738126398e-07,2.321948748258538e-06,1.0554312492084265e-07,5.2771562460421326e-08,2.1636340608772744e-06,2.744121247941909e-06,0.0,0.0,5.2771562460421326e-08,1.5831468738126398e-07,3.4301515599273862e-06,0.0,0.0,0.0,1.0554312492084265e-07,0.0,0.0,0.0,7.915734369063199e-07,1.5831468738126398e-07,5.2771562460421326e-08,0.0,1.477603748891797e-06,0.0,1.5831468738126398e-07,0.0,0.0,0.0,0.0,2.110862498416853e-07,5.2771562460421326e-08,0.0,0.0,0.0,0.0,0.0,5.2771562460421326e-08,1.5831468738126398e-06,0.0,3.1662937476252797e-07,0.0
these,0.0,6.174272807869295e-06,0.0003979503525140372,0.0,7.198041119601468e-05,7.636045088022966e-05,3.419597247435302e-05,8.554270274834297e-05,3.535694684848229e-05,6.332587495250559e-07,4.485582809135813e-05,1.5198209988601342e-05,1.8997762485751678e-06,1.8839447798370413e-05,1.8628361548528727e-05,0.0,1.0554312492084265e-07,0.0,5.277156246042132e-07,4.538354371596234e-06,1.0554312492084265e-07,0.0,0.0,1.7414615611939038e-06,2.110862498416853e-07,0.0,3.1662937476252797e-07,3.4829231223878076e-06,0.0,5.2771562460421326e-08,0.0,8.81285093089036e-06,1.5831468738126398e-07,0.0,5.804871870646345e-07,0.0,4.7494406214379195e-07,0.0,3.1662937476252797e-07,2.638578123021066e-07,0.0,0.0,5.2771562460421326e-08,0.0,2.6913496854814875e-06,5.2771562460421326e-08,8.601764681048675e-06,2.638578123021066e-07,2.110862498416853e-07,0.0
into,0.0,7.071389369696457e-06,0.0,0.0,0.0,1.0554312492084265e-07,0.0,3.6940093722294926e-07,0.0,0.0,1.0554312492084265e-07,0.0,5.2771562460421326e-08,0.0,0.0,0.0,4.221724996833706e-07,0.0,1.5303753113522184e-05,0.0,0.0,0.0,0.0,0.0,5.2771562460421326e-08,0.0,1.0554312492084265e-07,3.1662937476252797e-07,1.5831468738126398e-07,2.110862498416853e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.2771562460421326e-08,0.0,1.319289061510533e-06,1.3720606239709545e-06,0.0,0.0,4.221724996833706e-07,5.2771562460421326e-08,0.0,1.0554312492084265e-07,0.0,0.0,0.0,0.0
were,0.0,8.496221556127834e-06,5.2771562460421326e-08,0.0,5.2771562460421326e-08,0.0,1.0554312492084265e-07,5.018575589986068e-05,5.2771562460421326e-08,0.0,5.2771562460421326e-08,3.1662937476252797e-07,0.0,0.0,0.0,0.0,1.0554312492084265e-07,0.0,1.635918436273061e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.694009372229493e-06,1.5831468738126398e-06,9.498881242875839e-07,2.110862498416853e-06,0.0,6.168995651623252e-05,1.160974374129269e-06,0.0,2.0580909359564317e-05,0.0,0.0,3.1135221851648583e-06,2.110862498416853e-07,0.0,8.195423650103431e-05,0.0,0.0,2.986870435259847e-05,3.852324059610757e-06,0.0,0.0,2.110862498416853e-07,3.1662937476252797e-07
one,1.4195550301853337e-05,1.50926668636805e-05,3.899818465825136e-05,5.2771562460421326e-08,1.7572930299320303e-05,3.6729007472453246e-05,2.1794655296154008e-05,8.443449993667412e-06,1.2084687803436484e-05,5.2771562460421324e-05,1.6623042175032716e-05,5.3193734960104695e-05,2.00531937349601e-06,1.3984464052011651e-05,4.696669058977498e-06,6.860303119854772e-07,7.071389369696457e-06,2.8443872166167096e-05,8.971165618271626e-06,9.762739055177946e-06,2.4802634356398023e-06,0.0,0.0,5.804871870646345e-07,1.8206189048845356e-05,0.0,5.329927808502554e-06,3.4037657786971755e-05,7.388018744458985e-07,2.110862498416853e-07,0.0,1.5831468738126398e-06,0.0,0.0,5.804871870646345e-07,5.2771562460421326e-08,6.860303119854772e-07,5.2771562460421326e-08,3.6940093722294926e-07,1.160974374129269e-06,0.0,0.0,1.8997762485751678e-06,7.704648119221514e-06,1.5303753113522184e-06,2.110862498416853e-07,6.332587495250559e-06,3.1662937476252797e-07,5.2771562460421326e-08,2.5383121543462656e-05
said,5.2771562460421326e-08,3.6412378097690714e-06,0.0,5.2771562460421326e-08,0.0,0.0,0.0,5.2771562460421326e-08,0.0,7.018617807236037e-06,0.0,0.0,1.4248321864313759e-06,0.0,0.0,4.696669058977498e-06,0.0,1.002659686748005e-06,0.0,0.0,0.0,0.0,0.0,1.1082028116688479e-06,6.860303119854772e-07,0.0,0.0,3.1662937476252797e-07,1.5831468738126398e-07,0.0,7.62021361928484e-05,0.0,2.0580909359564316e-06,4.7494406214379195e-07,0.0,4.221724996833706e-07,0.0,0.0,4.7494406214379195e-07,0.0,0.0,3.4301515599273862e-06,6.860303119854772e-07,1.5831468738126398e-07,1.0554312492084265e-07,0.0,0.0,1.5831468738126398e-07,0.0,0.0
