,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
from,0.0,2.88e-06,7.2e-07,0.0,7.2e-07,8.63e-06,0.0,3.6e-07,3.6e-07,3.6e-07,0.0,0.0,3.6e-07,0.0,0.0,0.0,3.6e-07,3.6e-07,7.2e-06,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.08e-06,8.99e-06,7.2e-07,1.44e-06,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,1.08e-06,1.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
by,0.0,4.32e-06,0.0,0.0,1.8e-06,1.8e-06,3.6e-07,7.2e-06,0.0,1.44e-06,3.24e-06,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,7.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,1.475e-05,7.2e-07,3.6e-07,0.0,1.08e-06,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,7.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44e-06,0.0
has,0.0,2.59e-05,0.0,1.08e-06,0.0,3.6e-07,0.0,0.00022054,3.6e-07,3.6e-07,0.0,1.08e-06,0.0,0.0,0.0,0.0,1.511e-05,0.0,5.109e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,3.13e-05,7.2e-07,0.0,5.397e-05,0.0,6.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,7.267e-05,0.0,0.0,0.0,2.52e-06,0.0
this,0.0,2.986e-05,0.00047274,3.6e-07,8.958e-05,0.00029394,5.972e-05,0.00010613,3.958e-05,6.12e-06,0.0002191,2.626e-05,3.6e-07,6.548e-05,2.375e-05,1.08e-06,0.0,3.6e-07,1.079e-05,1.367e-05,7.2e-07,0.0,0.0,7.2e-07,0.0,0.0,1.44e-06,1.187e-05,7.2e-07,1.007e-05,1.8e-06,8.63e-06,0.0,3.6e-07,2.52e-06,0.0,0.0,0.0,1.8e-06,7.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.626e-05,0.0,7.2e-07,0.0
was,0.0,1.799e-05,1.44e-06,0.0,7.2e-07,1.44e-06,7.2e-07,4.641e-05,7.2e-07,0.0,3.6e-07,5.4e-06,0.0,0.0,0.0,0.0,9.35e-06,3.6e-07,0.00013204,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,1.043e-05,3.6e-07,0.0,4.317e-05,7.2e-07,2.518e-05,2.303e-05,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,2.59e-05,0.0,0.0,0.0,1.44e-06,0.0
it,0.0,2.626e-05,3.96e-06,0.0,2.16e-06,6.84e-06,3.96e-06,7.771e-05,1.979e-05,1.295e-05,3.6e-06,0.00012268,0.0,2.16e-06,0.0,1.08e-06,7.2e-07,1.08e-06,1.08e-06,3.6e-07,0.0,0.0,0.0,7.2e-07,4.68e-06,0.0,7.2e-07,4.749e-05,3.96e-06,7.2e-07,0.0,1.08e-06,7.2e-07,3.6e-07,2.16e-06,0.0,7.2e-07,0.0,3.6e-07,3.6e-07,0.0,0.0,0.0,0.0,3.6e-07,0.0,7.2e-07,0.0,3.6e-07,0.0
at,0.0,1.007e-05,3.96e-06,0.0,4.32e-06,2.88e-06,7.2e-06,1.475e-05,1.44e-06,2.087e-05,0.0,1.08e-06,2.375e-05,0.0,1.08e-06,4.68e-06,0.0,5.76e-06,2.52e-06,0.0,0.0,0.0,0.0,2.52e-06,3.96e-06,0.0,1.8e-06,1.8e-06,3.6e-06,1.8e-06,0.0,3.6e-07,2.16e-06,3.6e-07,3.6e-07,1.08e-06,3.6e-07,0.0,3.6e-07,1.08e-06,0.0,1.44e-06,3.6e-07,2.52e-06,1.44e-06,0.0,0.0,2.16e-06,3.6e-07,3.6e-07
new,0.00032524,7.231e-05,0.00036733,0.00025292,0.00013564,0.00026947,0.00011261,2.231e-05,5.325e-05,6.84e-06,4.965e-05,7.16e-05,2.16e-06,4.785e-05,2.986e-05,7.2e-07,2.95e-05,7.2e-07,1.8e-06,4.857e-05,0.0,6.48e-06,5.4e-06,1.08e-06,1.44e-06,0.0,3.6e-07,2.52e-06,2.88e-06,3.24e-06,0.0,6.84e-06,0.0,0.0,1.08e-06,7.2e-07,0.0,1.8e-06,1.08e-06,4.32e-06,2.16e-06,0.0,0.0,3.6e-07,1.08e-06,4.32e-06,2.878e-05,0.0,2.52e-06,0.0
his,0.0,0.00011189,0.00028998,0.0,0.00011333,0.00014463,0.00023349,4.965e-05,9.534e-05,1.079e-05,7.483e-05,1.403e-05,1.44e-06,6.296e-05,3.058e-05,7.2e-07,3.6e-07,3.6e-06,3.24e-06,1.007e-05,0.0,0.0,0.0,3.6e-07,7.2e-07,0.0,0.0,1.871e-05,1.8e-06,1.8e-06,2.16e-06,3.058e-05,0.0,0.0,7.2e-07,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.022e-05,3.6e-07,4.32e-06,3.6e-07
their,0.0,0.00019644,0.00036697,0.0,0.00014715,0.00027127,0.00020471,5.433e-05,0.00015398,6.84e-06,0.00013348,1.727e-05,1.08e-06,5.72e-05,2.878e-05,7.2e-07,0.0,7.2e-07,2.52e-06,1.547e-05,0.0,0.0,0.0,2.52e-06,3.6e-07,0.0,0.0,3.418e-05,2.16e-06,2.16e-06,0.0,6.62e-05,1.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,3.6e-07,3.6e-07,0.0,6.944e-05,7.2e-07,7.2e-07,0.0
have,0.0,1.835e-05,2.88e-06,0.0,3.922e-05,0.0,0.0,0.00014463,0.0,3.6e-07,0.0,1.44e-06,0.0,0.0,0.0,0.0,1.08e-06,0.0,1.08e-06,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,1.583e-05,2.195e-05,8.99e-06,3.6e-07,3.6e-07,0.0,0.00010397,9.71e-06,1.943e-05,4.713e-05,2.015e-05,0.0,2.41e-05,0.0,0.0,4.029e-05,1.8e-06,0.0,2.662e-05,3.6e-07,0.0,0.0,7.2e-07,0.0
be,0.0,2.41e-05,3.6e-07,0.0,0.00048246,0.0,0.0,3.13e-05,3.6e-07,3.96e-06,0.0,3.6e-07,1.44e-06,0.0,0.0,3.6e-07,6.84e-06,1.08e-06,3.634e-05,0.0,0.0,0.0,0.0,6.84e-06,0.0,0.0,5.397e-05,3.24e-06,1.08e-06,0.0,2.52e-06,0.0,7.2e-07,1.08e-06,0.00042058,2.16e-06,0.00030473,0.0,3.24e-06,0.0,0.0,1.007e-05,4.32e-06,3.6e-07,9.35e-06,0.0,0.0,1.08e-06,0.0,3.6e-07
an,0.0,0.00014751,0.00010469,0.0,0.00010182,0.00022918,9.93e-05,1.043e-05,0.00016694,9.822e-05,3.058e-05,0.00015902,7.56e-06,1.583e-05,3.418e-05,1.043e-05,5.4e-06,2.267e-05,7.519e-05,2.267e-05,0.0,0.0,0.0,6.12e-06,7.2e-06,0.0,7.2e-07,4.317e-05,1.835e-05,0.0,2.52e-06,5.04e-06,7.2e-07,3.6e-07,2.16e-06,3.6e-07,6.12e-06,0.0,2.52e-06,4.68e-06,0.0,3.6e-07,7.2e-07,5.04e-06,1.44e-06,0.0,3.598e-05,7.2e-07,3.6e-07,3.6e-06
not,0.0,1.727e-05,9.35e-06,0.0,3.598e-05,3.24e-06,5.76e-06,9.894e-05,4.68e-06,0.00039647,2.52e-06,1.187e-05,0.00011369,3.6e-07,0.0,5.756e-05,1.727e-05,8.491e-05,2.339e-05,3.6e-07,0.0,3.6e-07,0.0,2.878e-05,0.0,0.0,0.0,1.187e-05,5.76e-06,3.6e-07,9.71e-06,3.6e-07,1.295e-05,1.08e-06,4.821e-05,1.331e-05,5.4e-06,0.0,3.96e-06,2.88e-06,0.0,3.166e-05,0.0,0.0,7.92e-06,7.2e-07,2.16e-06,2.698e-05,3.6e-07,0.0
but,0.0,3.6e-07,3.6e-07,0.0,0.0,7.2e-07,1.08e-06,0.0,0.0,2.16e-06,7.2e-07,0.0,3.6e-07,0.0,0.0,0.0,3.6e-07,3.6e-07,1.08e-06,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-07,0.0,7.2e-07,0.0,0.0,7.2e-07,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0
or,0.0,0.0,3.6e-07,2.16e-06,2.16e-06,7.2e-07,1.08e-06,3.6e-07,1.08e-06,3.6e-07,1.44e-06,0.0,3.6e-07,3.6e-07,3.6e-07,0.0,0.0,0.0,1.08e-06,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44e-06,0.0
more,1.439e-05,0.00011765,1.979e-05,0.00020579,7.843e-05,2.195e-05,0.00040511,1.835e-05,2.339e-05,0.00010721,8.63e-06,5.073e-05,3.418e-05,6.12e-06,7.92e-06,2.52e-06,1.44e-06,1.691e-05,5.4e-06,1.08e-06,0.0,1.44e-06,3.6e-07,2.16e-06,9.71e-06,0.0,1.8e-06,4.32e-06,6.12e-06,3.6e-07,7.2e-07,2.52e-06,1.8e-06,0.0,1.44e-06,0.0,2.16e-06,1.08e-06,3.6e-07,3.6e-07,0.0,2.88e-06,0.0,2.303e-05,3.6e-07,0.0,7.2e-06,5.04e-06,2.88e-06,0.0
he,0.0,1.223e-05,7.2e-07,0.0,0.0,1.8e-06,0.0,6.728e-05,1.44e-06,1.8e-06,7.2e-07,0.00011693,0.0,0.0,0.0,3.6e-07,7.2e-07,0.0,7.2e-07,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,4.68e-06,1.44e-06,0.0,3.6e-07,0.0,7.2e-07,0.0,7.2e-07,0.0,1.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.259e-05,0.0,0.0,0.0,3.6e-07,7.2e-07
about,0.0,3.96e-06,2.16e-06,0.0,1.8e-06,0.0,1.115e-05,7.2e-07,1.043e-05,2.482e-05,0.0,8.27e-06,1.44e-06,0.0,3.6e-07,3.6e-07,1.44e-06,2.16e-06,1.259e-05,3.6e-07,3.6e-07,0.0,0.0,3.6e-07,1.8e-06,0.0,3.6e-06,2.41e-05,0.0,2.626e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08e-06,0.0,0.0,1.08e-06,3.96e-06,2.16e-06,0.0,0.0,0.0,7.2e-07,0.0,3.6e-07
who,2.52e-06,4.32e-06,1.115e-05,3.6e-07,1.08e-06,3.6e-07,1.08e-06,0.0,1.08e-06,7.2e-07,1.8e-06,3.6e-07,0.0,7.2e-07,0.0,0.0,0.0,0.0,1.08e-06,3.6e-07,0.0,0.0,0.0,0.0,3.6e-07,0.0,3.6e-07,1.44e-06,2.52e-06,3.6e-07,0.0,5.76e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,1.08e-06,0.0
i,7.2e-07,2.662e-05,1.08e-06,3.6e-07,0.0,3.6e-07,3.6e-07,1.799e-05,0.0,0.0,3.6e-07,2.267e-05,0.0,1.08e-06,3.6e-07,0.0,3.6e-07,3.6e-07,7.2e-07,0.0,3.6e-07,0.0,0.0,3.6e-07,0.0,0.0,3.6e-07,1.115e-05,3.6e-07,1.08e-06,0.0,0.0,1.8e-06,0.0,0.0,0.0,3.6e-06,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,1.08e-06,0.0,0.0,0.0,3.6e-07,0.0
will,2.16e-06,2.518e-05,7.2e-07,3.6e-07,0.0,0.0,3.6e-07,8.958e-05,3.6e-07,1.44e-06,0.0,2.88e-06,0.0,0.0,3.6e-07,0.0,7.92e-06,0.0,3.418e-05,3.6e-07,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.27e-06,8.63e-06,3.6e-07,1.043e-05,3.6e-07,1.691e-05,3.24e-06,0.0,2.662e-05,0.0,0.0,6.84e-06,0.0,0.0,2.051e-05,0.0,0.0,5.04e-06,3.6e-07,0.0,0.0,0.0,0.0
we,7.2e-07,5.109e-05,5.04e-06,0.0,7.2e-07,2.52e-06,1.08e-06,5.756e-05,7.2e-07,1.08e-06,1.08e-06,0.00033135,3.24e-06,3.6e-07,3.6e-07,0.0,1.44e-06,0.0,1.08e-06,7.2e-07,7.2e-07,0.0,0.0,0.0,7.2e-07,0.0,0.0,1.907e-05,7.2e-07,1.44e-06,0.0,2.88e-06,5.04e-06,0.0,1.8e-06,3.6e-07,1.259e-05,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,6.48e-06,3.6e-07,0.0,0.0,3.6e-07,0.0
can,7.2e-07,3.166e-05,1.8e-06,3.6e-07,0.0,1.44e-06,7.2e-07,0.00016442,7.2e-07,1.08e-06,3.6e-07,4.68e-06,0.0,0.0,0.0,0.0,2.015e-05,0.0,3.526e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,2.123e-05,3.6e-07,0.0,9.71e-06,3.6e-07,3.022e-05,9.35e-06,0.0,0.00012628,7.2e-07,0.0,6.908e-05,0.0,0.0,4.965e-05,0.0,0.0,5.001e-05,2.52e-06,0.0,0.0,1.691e-05,0.0
its,0.0,0.00019824,0.00018816,0.0,9.498e-05,0.00010649,0.00034754,1.079e-05,0.00020651,3.742e-05,3.634e-05,1.115e-05,1.08e-06,2.734e-05,4.893e-05,9.35e-06,0.0,2.16e-06,1.08e-06,1.511e-05,0.0,0.0,0.0,3.6e-07,7.2e-07,0.0,1.08e-06,3.022e-05,1.8e-06,3.6e-07,0.0,1.763e-05,0.0,3.6e-07,1.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,1.907e-05,0.0,3.24e-06,0.0
you,3.6e-07,5.76e-06,1.44e-06,0.0,7.2e-06,1.44e-06,7.92e-06,1.835e-05,5.76e-06,1.08e-06,7.2e-07,2.159e-05,7.56e-06,7.2e-07,0.0,0.0,3.6e-07,0.0,7.2e-07,0.0,0.0,0.0,0.0,4.32e-06,0.0,0.0,0.0,3.6e-06,7.2e-07,0.0,0.0,1.44e-06,1.44e-06,0.0,2.16e-06,0.0,9.35e-06,0.0,1.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,7.2e-07,0.0
her,0.0,6.368e-05,0.00014355,0.0,7.411e-05,8.095e-05,0.00011081,2.626e-05,8.203e-05,8.27e-06,3.598e-05,6.84e-06,7.2e-07,3.058e-05,1.619e-05,3.6e-07,3.6e-07,1.8e-06,4.68e-06,5.04e-06,0.0,0.0,0.0,3.6e-07,3.6e-07,0.0,3.6e-07,1.331e-05,1.44e-06,3.6e-07,0.0,1.835e-05,0.0,0.0,7.2e-07,0.0,3.6e-07,0.0,0.0,3.96e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.763e-05,7.2e-07,3.24e-06,3.6e-06
our,0.0,3.922e-05,0.00029897,0.0,0.00012736,0.00015686,5.505e-05,3.418e-05,4.929e-05,1.727e-05,6.764e-05,7.92e-06,1.44e-06,2.195e-05,1.187e-05,0.0,3.6e-07,1.08e-06,5.76e-06,2.16e-06,0.0,0.0,0.0,2.88e-06,2.16e-06,0.0,7.2e-07,8.27e-06,1.8e-06,1.8e-06,0.0,1.403e-05,0.0,0.0,1.8e-06,7.2e-07,7.2e-07,0.0,1.08e-06,0.0,0.0,0.0,0.0,0.0,7.2e-07,0.0,1.619e-05,3.6e-07,1.44e-06,0.0
they,0.0,8.27e-06,1.08e-06,0.0,3.6e-07,6.12e-06,7.2e-07,6.08e-05,1.08e-06,1.44e-06,1.08e-06,0.00023925,2.52e-06,1.08e-06,0.0,0.0,3.6e-07,3.6e-07,3.6e-07,7.2e-07,3.6e-07,0.0,0.0,3.6e-07,1.08e-06,0.0,0.0,1.979e-05,1.8e-06,0.0,3.6e-07,3.6e-07,7.2e-07,0.0,2.52e-06,0.0,2.88e-06,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,1.115e-05,0.0,0.0,3.6e-07,1.08e-06,3.6e-07
also,0.0,1.44e-06,0.0,0.0,0.0,0.0,7.2e-07,2.16e-06,0.0,3.886e-05,0.0,0.0,4.569e-05,0.0,0.0,5.972e-05,7.2e-07,7.56e-06,5.936e-05,0.0,0.0,0.0,0.0,3.166e-05,0.0,0.0,0.0,0.0013729,0.0,0.0,8.27e-06,0.0,3.24e-06,2.16e-06,1.439e-05,7.92e-06,2.806e-05,0.0,1.44e-06,0.0,0.0,2.95e-05,0.0,0.0,1.8e-06,0.0,0.0,8.63e-06,0.0,0.0
been,0.0,5.04e-06,7.2e-07,0.0,2.88e-06,3.6e-07,0.0,2.842e-05,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.00039719,7.2e-07,0.0,5.4e-06,0.0,0.0,0.0,0.0,0.00026012,0.0,0.0,3.6e-06,1.44e-06,5.76e-06,0.0,3.24e-06,0.0,2.195e-05,3.6e-07,0.0,3.6e-07,0.0,0.0,3.6e-07,0.0,0.0,2.52e-06,0.0,0.0,2.051e-05,0.0,0.0,0.0,3.6e-07,0.0
which,0.0,3.96e-06,2.734e-05,0.0,1.007e-05,3.994e-05,2.88e-06,3.6e-07,6.48e-06,3.6e-07,2.88e-06,0.0,0.0,2.88e-06,3.96e-06,0.0,0.0,0.0,0.0,5.04e-06,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,3.6e-07,3.6e-07,0.0,0.0,1.44e-06,0.0,3.6e-07,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-06,0.0,7.2e-07,0.0
these,0.0,2.52e-06,0.00036481,0.0,6.224e-05,7.807e-05,2.95e-05,6.224e-05,5.037e-05,1.8e-06,5.397e-05,3.382e-05,1.44e-06,2.303e-05,2.123e-05,0.0,0.0,0.0,1.8e-06,5.4e-06,0.0,0.0,0.0,7.2e-07,0.0,0.0,3.6e-07,7.2e-07,3.6e-07,1.08e-06,0.0,6.12e-06,0.0,0.0,7.2e-07,0.0,3.6e-07,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,1.44e-06,0.0,1.367e-05,7.2e-07,1.08e-06,0.0
into,0.0,7.56e-06,0.0,0.0,0.0,0.0,0.0,3.6e-07,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,1.8e-06,3.6e-07,7.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-06,1.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
were,0.0,5.76e-06,2.52e-06,0.0,0.0,3.6e-07,0.0,3.634e-05,0.0,0.0,3.6e-07,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.2e-07,3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-06,1.8e-06,7.2e-07,1.8e-06,0.0,2.087e-05,1.08e-06,0.0,1.151e-05,0.0,0.0,2.16e-06,0.0,0.0,2.986e-05,0.0,0.0,7.56e-06,2.16e-06,0.0,0.0,3.6e-07,3.6e-07
