,the,and,of,a,to,in,for,that,with,is,on,as,are,from,by,has,this,was,it,at,new,his,their,have,be,an,not,but,or,more,he,about,who,i,will,we,can,its,you,her,our,they,also,been,which,these,into,were,one,said
on,5.3e-07,5.278e-05,2.65e-06,2.7e-07,9.81e-06,2.175e-05,2.65e-06,1.326e-05,1.59e-06,5.994e-05,9.28e-06,2.39e-06,1.856e-05,1.06e-06,1.33e-06,2.92e-06,3.45e-06,2.679e-05,3.05e-05,0.0,2.7e-07,2.7e-07,2.7e-07,3.98e-06,7.532e-05,5.3e-07,8.22e-06,1.644e-05,5.3e-06,1.326e-05,4.77e-06,1.59e-06,4.77e-06,4.77e-06,6.9e-06,4.51e-06,2.7e-07,0.0,3.792e-05,8.75e-06,0.0,4.77e-06,2.39e-06,5.04e-06,2.65e-06,5.3e-07,0.0,1.034e-05,4.24e-06,2.705e-05
as,0.0,4.933e-05,1.034e-05,0.0,2.175e-05,1.697e-05,6.9e-06,2.228e-05,4.51e-06,1.963e-05,5.3e-06,1.06e-06,6.1e-06,1.33e-06,2.12e-06,1.86e-06,6.9e-06,8.22e-06,3.819e-05,2.92e-06,2.7e-07,0.0,0.0,1.33e-06,6.1e-06,0.0,1.008e-05,3.156e-05,9.81e-06,1.06e-06,3.45e-06,5.3e-06,4.51e-06,8e-07,2.7e-07,1.33e-06,1.33e-06,0.0,5.57e-06,8.22e-06,0.0,8e-07,5.3e-07,8e-07,1.33e-06,0.0,1.06e-06,3.45e-06,2.39e-06,6.63e-06
are,8e-07,0.00010184,7.69e-06,0.0,2.65e-06,1.59e-06,1.59e-06,0.00013393,1.59e-06,3.98e-06,8e-07,3.05e-05,1.06e-06,8e-07,0.0,5.3e-07,1.59e-06,8e-07,4.24e-06,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,8e-07,1.83e-05,1.193e-05,1.33e-06,1.33e-06,1.33e-06,0.00011086,2.7e-07,0.0,9.388e-05,0.0,0.0,5.649e-05,2.7e-07,0.0,0.00028006,5.3e-07,0.0,0.00015621,6.498e-05,0.0,0.0,2.7e-07,1.59e-06
from,2.7e-07,2.042e-05,8e-07,0.0,4.51e-06,6.63e-06,8e-07,3.71e-06,1.33e-06,0.00014905,5.83e-06,1.06e-06,3.236e-05,1.33e-06,2.7e-07,0.0,1.59e-06,6.1e-06,1.193e-05,5.3e-07,0.0,0.0,0.0,2.7e-07,1.86e-06,0.0,2.39e-06,4.51e-06,3.45e-06,6.63e-06,5.3e-07,8e-07,2.92e-06,2.7e-07,0.0,1.06e-06,0.0,0.0,3.98e-06,6.1e-06,0.0,8e-07,2.7e-07,0.0,0.0,2.7e-07,2.7e-07,2.39e-06,4.24e-06,1.59e-06
by,2.7e-07,2.917e-05,1.06e-06,2.7e-07,5.57e-06,5.57e-06,4.24e-06,9.81e-06,5.3e-07,9.28e-06,4.323e-05,1.06e-06,2.39e-06,0.0,5.3e-07,2.7e-07,2.12e-06,2.39e-06,7.16e-06,1.06e-06,0.0,0.0,0.0,0.0,5.3e-07,0.0,4.51e-06,1.432e-05,5.83e-06,5.3e-07,0.0,2.7e-07,1.59e-06,0.0,5.3e-07,0.0,0.0,0.0,2.7e-07,5.3e-07,0.0,2.7e-07,0.0,0.0,1.06e-06,0.0,5.3e-07,2.7e-07,6.1e-06,2.12e-06
has,0.0,6.604e-05,4.51e-06,0.0,2.39e-06,8e-07,5.3e-07,0.00011139,5.3e-07,1.86e-06,8e-07,6.36e-06,0.0,0.0,0.0,1.33e-06,8.75e-06,0.0,6.63e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-07,2.175e-05,1.33e-06,0.0,0.00010025,1.33e-06,9.813e-05,0.0,0.0,0.0,0.0,0.0,5.04e-06,0.0,0.0,5.3e-07,5.83e-06,0.0,4.615e-05,0.0,0.0,0.0,1.034e-05,8e-07
this,0.0,4.349e-05,0.00025486,0.0,5.808e-05,0.00022516,5.675e-05,5.888e-05,3.421e-05,2.281e-05,0.00026335,1.432e-05,1.06e-06,1.909e-05,1.193e-05,3.45e-06,1.86e-06,1.087e-05,1.114e-05,6.471e-05,0.0,0.0,0.0,4.77e-06,1.33e-06,0.0,3.98e-06,4.323e-05,1.86e-06,3.45e-06,1.86e-06,3.66e-05,1.86e-06,3.98e-06,1.33e-06,2.39e-06,1.06e-06,0.0,8.75e-06,3.18e-06,0.0,1.33e-06,2.7e-07,1.86e-06,1.59e-06,0.0,1.034e-05,8e-07,2.92e-06,7.43e-06
was,2.7e-07,0.00013499,8.75e-06,2.7e-07,1.459e-05,4.77e-06,2.12e-06,0.00022092,2.65e-06,2.7e-07,4.24e-06,1.485e-05,0.0,8e-07,8e-07,2.7e-07,3.925e-05,3.98e-06,0.00039728,5.3e-07,0.0,8e-07,0.0,8e-07,8e-07,0.0,8e-07,5.49e-05,4.24e-06,8e-07,0.00027104,3.71e-06,0.00010157,0.00025592,0.0,5.3e-07,0.0,0.0,2.12e-06,5.04e-06,0.0,1.59e-06,3.71e-06,0.0,5.145e-05,0.0,5.3e-07,2.7e-07,1.22e-05,3.236e-05
it,8e-07,0.00018777,8.937e-05,2.7e-07,3.103e-05,2.493e-05,2.493e-05,0.00014082,2.042e-05,5.304e-05,2.44e-05,9.441e-05,2.7e-07,5.83e-06,3.71e-06,7.69e-06,2.12e-06,2.122e-05,1.406e-05,1.034e-05,1.06e-06,0.0,0.0,6.1e-06,4.51e-06,0.0,2.39e-06,0.00016098,1.034e-05,1.33e-06,3.71e-06,5.569e-05,4.24e-06,1.06e-06,2.92e-06,5.3e-07,1.33e-06,0.0,2.65e-06,2.65e-06,0.0,2.7e-07,5.3e-07,8e-07,3.98e-06,2.7e-07,6.9e-06,2.7e-07,2.39e-06,4.296e-05
at,2.7e-07,5.41e-05,8.22e-06,0.0,8.49e-06,2.891e-05,0.00010953,1.432e-05,6.9e-06,2.519e-05,4.51e-06,3.18e-06,1.512e-05,1.86e-06,3.18e-06,1.86e-06,1.59e-06,2.228e-05,1.326e-05,2.7e-07,0.0,0.0,0.0,2.39e-06,4.77e-06,0.0,7.16e-06,2.095e-05,1.538e-05,4.51e-06,9.02e-06,1.33e-06,6.63e-06,4.51e-06,1.59e-06,2.12e-06,8e-07,0.0,5.04e-06,4.24e-06,0.0,2.92e-06,8e-07,3.98e-06,1.59e-06,0.0,5.3e-07,4.77e-06,5.04e-06,6.9e-06
new,0.0005991,5.41e-05,0.00019148,0.00017636,0.00024293,0.00034848,0.00019148,1.246e-05,4.031e-05,1.167e-05,3.023e-05,1.353e-05,5.57e-06,3.236e-05,8.752e-05,1.963e-05,2.732e-05,5.3e-06,1.59e-06,3.023e-05,2.7e-07,6.1e-06,2.12e-06,2.12e-06,3.18e-06,0.0,5.3e-07,7.43e-06,3.98e-06,1.86e-06,8e-07,1.3e-05,8.75e-06,5.3e-07,1.59e-06,5.3e-07,2.7e-07,4.77e-06,8e-07,7.69e-06,4.77e-06,2.7e-07,0.0,2.7e-07,8e-07,2.65e-06,1.034e-05,1.86e-06,3.18e-06,2.65e-06
his,5.3e-07,0.00013658,0.00026494,0.0,0.00010423,0.00018591,9.362e-05,4.562e-05,9.043e-05,1.273e-05,0.00010661,2.679e-05,1.86e-06,6.365e-05,3.156e-05,4.51e-06,3.45e-06,1.485e-05,1.14e-05,4.455e-05,5.3e-07,0.0,0.0,8e-07,2.92e-06,0.0,2.12e-06,2.652e-05,5.57e-06,1.86e-06,1.459e-05,4.217e-05,2.65e-06,8e-07,1.33e-06,0.0,0.0,0.0,2.7e-07,3.71e-06,0.0,5.3e-07,2.7e-07,1.33e-06,2.39e-06,0.0,1.644e-05,1.86e-06,1.459e-05,1.459e-05
their,0.0,6.975e-05,0.00020368,0.0,6.02e-05,0.00018167,6.312e-05,2.201e-05,4.853e-05,4.51e-06,6.444e-05,1.22e-05,3.98e-06,3.262e-05,1.379e-05,1.06e-06,1.06e-06,6.63e-06,6.36e-06,1.83e-05,0.0,0.0,0.0,7.43e-06,1.86e-06,0.0,2.39e-06,8.22e-06,5.83e-06,1.86e-06,8e-07,3.952e-05,1.86e-06,5.3e-07,8e-07,2.7e-07,0.0,0.0,1.59e-06,1.33e-06,0.0,3.45e-06,0.0,5.3e-07,8e-07,2.7e-07,1.485e-05,2.39e-06,2.65e-06,2.65e-06
have,0.0,5.861e-05,5.57e-06,0.0,0.00018697,1.06e-06,1.86e-06,0.00018883,8e-07,6.9e-06,1.33e-06,7.16e-06,1.06e-06,0.0,8e-07,1.06e-06,1.59e-06,1.86e-06,7.346e-05,5.3e-07,0.0,2.7e-07,0.0,1.33e-06,8e-07,0.0,3.978e-05,2.042e-05,6.63e-06,1.33e-06,5.04e-06,1.59e-06,9.972e-05,9.547e-05,4.641e-05,0.00011351,9.55e-06,0.0,0.00017477,2.65e-06,0.0,6.126e-05,9.81e-06,0.0,1.273e-05,8e-07,2.7e-07,8e-07,2.7e-07,2.92e-06
be,2.7e-07,0.00010263,2.92e-06,2.7e-07,0.00090461,5.3e-07,1.724e-05,4.747e-05,0.0,1.406e-05,5.3e-07,2.92e-06,1.33e-06,2.7e-07,0.0,8.22e-06,7.43e-06,4.24e-06,5.596e-05,5.3e-07,0.0,0.0,0.0,1.353e-05,5.3e-07,0.0,0.0001745,1.008e-05,5.04e-06,2.7e-07,8.49e-06,1.86e-06,4.51e-06,9.81e-06,0.00028324,1.246e-05,0.0001509,0.0,1.803e-05,1.59e-06,0.0,1.087e-05,3.289e-05,0.0,1.008e-05,0.0,0.0,1.86e-06,2.65e-06,5.3e-06
an,2.7e-07,7.638e-05,0.00012093,0.0,0.0002005,0.00023099,7.505e-05,2.44e-05,9.521e-05,0.00014295,6.524e-05,0.0001037,6.1e-06,2.785e-05,3.952e-05,1.379e-05,1.034e-05,4.508e-05,1.989e-05,2.705e-05,0.0,0.0,0.0,1.485e-05,5.304e-05,5.3e-07,9.81e-06,1.326e-05,1.379e-05,3.45e-06,6.1e-06,8.75e-06,3.98e-06,5.04e-06,3.18e-06,8e-07,3.45e-06,0.0,8.49e-06,6.1e-06,0.0,2.92e-06,4.51e-06,7.69e-06,2.12e-06,0.0,1.75e-05,2.65e-06,8e-07,1.485e-05
not,0.0,6.312e-05,7.16e-06,2.7e-07,1.22e-05,2.705e-05,9.55e-06,4.27e-05,2.39e-06,0.00016496,2.65e-06,4.77e-06,0.0001639,5.3e-07,2.12e-06,3.129e-05,1.512e-05,6.975e-05,3.103e-05,2.7e-07,0.0,0.0,0.0,2.413e-05,2.12e-06,0.0,5.3e-07,6.338e-05,3.527e-05,5.3e-07,1.591e-05,4.51e-06,2.122e-05,8.75e-06,4.641e-05,1.14e-05,1.33e-06,2.7e-07,1.061e-05,2.65e-06,0.0,1.246e-05,3.71e-06,5.3e-07,4.77e-06,8e-07,8e-07,4.747e-05,1.06e-06,4.24e-06
but,0.0,5.3e-07,3.71e-06,0.0,8.22e-06,1.087e-05,3.18e-06,7.69e-06,3.71e-06,1.59e-06,4.51e-06,8e-07,5.3e-07,1.06e-06,8e-07,0.0,5.04e-06,1.86e-06,1.777e-05,1.59e-06,2.7e-07,2.7e-07,0.0,8e-07,1.33e-06,0.0,2.65e-06,2.7e-07,8e-07,1.59e-06,5.3e-06,6.9e-06,1.06e-06,1.59e-06,5.3e-07,8e-07,2.7e-07,0.0,5.04e-06,2.92e-06,0.0,5.3e-07,0.0,0.0,0.0,0.0,2.7e-07,0.0,2.65e-06,6.36e-06
or,2.7e-07,1.86e-06,5.57e-06,2.92e-06,6.9e-06,9.28e-06,3.45e-06,1.86e-06,6.1e-06,3.18e-06,1.193e-05,5.3e-07,1.06e-06,1.86e-06,1.33e-06,1.06e-06,5.3e-07,1.06e-06,1.167e-05,1.59e-06,2.7e-07,3.45e-06,0.0,2.7e-07,5.3e-07,0.0,2.7e-07,0.0,0.0,6.9e-06,2.12e-06,5.04e-06,1.06e-06,1.33e-06,2.7e-07,0.0,2.7e-07,0.0,1.856e-05,1.59e-06,0.0,0.0,0.0,2.7e-07,5.3e-07,5.3e-07,2.7e-07,2.7e-07,6.9e-06,5.3e-07
more,3.103e-05,7.107e-05,3.209e-05,3.103e-05,3.262e-05,0.00012809,4.562e-05,1.856e-05,2.122e-05,0.00024585,6.63e-06,5.463e-05,3.076e-05,5.57e-06,2.891e-05,1.379e-05,2.92e-06,1.909e-05,1.697e-05,7.43e-06,2.7e-07,1.06e-06,2.7e-07,1.193e-05,1.114e-05,0.0,2.92e-06,1.432e-05,4.296e-05,1.114e-05,1.59e-06,1.86e-06,3.98e-06,3.45e-06,2.39e-06,4.24e-06,2.39e-06,5.3e-07,5.3e-06,1.33e-06,0.0,5.3e-06,0.0,3.98e-06,2.92e-06,5.3e-07,2.92e-06,1.14e-05,1.353e-05,1.06e-06
he,2.7e-07,0.00011696,5.04e-06,0.0,3.71e-06,1.75e-05,2.92e-06,0.00023789,3.18e-06,6.1e-06,5.04e-06,6.63e-05,0.0,2.7e-07,8e-07,6.1e-06,1.33e-06,4.77e-06,9.55e-06,2.7e-07,0.0,2.7e-07,0.0,2.7e-07,1.59e-06,0.0,5.3e-07,7.32e-05,4.51e-06,5.3e-07,1.565e-05,2.12e-06,8.49e-06,0.0,5.3e-07,0.0,1.33e-06,0.0,8e-07,2.92e-06,0.0,5.3e-07,1.33e-06,0.0,2.546e-05,0.0,2.7e-07,1.06e-06,1.59e-06,7.107e-05
about,1.33e-06,1.087e-05,1.353e-05,0.0,9.28e-06,9.55e-06,3.395e-05,4.77e-06,9.81e-06,3.395e-05,1.034e-05,1.33e-06,1.087e-05,3.71e-06,5.3e-06,2.92e-06,2.65e-06,1.644e-05,8.22e-06,4.51e-06,2.7e-07,0.0,0.0,2.39e-06,1.33e-06,0.0,3.98e-06,2.12e-06,2.016e-05,0.00016018,1.86e-06,5.3e-07,8e-07,1.86e-06,0.0,1.33e-06,2.7e-07,0.0,5.57e-06,1.86e-06,0.0,8e-07,2.39e-06,2.7e-07,1.59e-06,0.0,2.7e-07,4.24e-06,2.92e-06,5.04e-06
who,2.92e-06,2.307e-05,1.856e-05,2.7e-07,3.98e-06,1.59e-06,2.12e-06,1.06e-06,1.33e-06,2.92e-06,2.92e-06,8e-07,1.06e-06,0.0,2.7e-07,0.0,1.06e-06,1.06e-06,1.59e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06e-06,5.57e-06,2.92e-06,8e-07,0.0,5.57e-06,1.33e-06,2.7e-07,2.7e-07,0.0,0.0,0.0,5.3e-07,2.7e-07,0.0,0.0,2.7e-07,0.0,0.0,2.7e-07,5.3e-07,0.0,7.16e-06,2.7e-07
i,1.86e-06,0.00027687,1.087e-05,5.3e-07,1.061e-05,8.49e-06,7.16e-06,0.00017371,5.04e-06,1.061e-05,8.75e-06,5.225e-05,1.33e-06,1.86e-06,3.18e-06,0.0,5.83e-06,7.16e-06,2.466e-05,2.65e-06,1.33e-06,2.7e-07,0.0,3.71e-06,1.33e-06,0.0,3.45e-06,0.00013234,4.51e-06,4.24e-06,2.92e-06,7.43e-06,9.81e-06,5.83e-06,4.24e-06,5.3e-07,1.193e-05,0.0,1.114e-05,5.04e-06,0.0,8e-07,1.33e-06,2.7e-07,1.326e-05,0.0,1.33e-06,8e-07,4.51e-06,4.51e-06
will,1.06e-06,0.00010635,5.04e-06,0.0,2.92e-06,1.86e-06,1.33e-06,0.00010926,8e-07,1.86e-06,1.59e-06,2.12e-06,1.06e-06,8e-07,5.039e-05,2.39e-06,8.22e-06,2.7e-07,5.622e-05,1.06e-06,0.0,5.3e-07,5.3e-07,1.06e-06,0.0,0.0,5.3e-07,9.55e-06,4.24e-06,2.7e-07,3.076e-05,5.3e-07,1.803e-05,3.236e-05,2.7e-07,8.566e-05,2.7e-07,0.0,1.432e-05,5.3e-07,0.0,4.588e-05,0.0,0.0,1.989e-05,2.7e-07,0.0,0.0,5.04e-06,2.92e-06
we,1.59e-06,9.627e-05,2.12e-06,0.0,3.18e-06,6.9e-06,1.33e-06,0.00014719,3.45e-06,1.034e-05,3.45e-06,4.137e-05,1.034e-05,1.86e-06,5.3e-07,2.7e-07,2.39e-06,2.12e-06,1.14e-05,8e-07,0.0,0.0,0.0,1.59e-06,0.0,0.0,1.59e-06,6.524e-05,5.3e-06,1.33e-06,5.3e-07,2.7e-07,8.22e-06,5.3e-07,3.71e-06,5.3e-07,1.193e-05,0.0,1.59e-06,8e-07,0.0,8e-07,2.7e-07,0.0,2.758e-05,0.0,8e-07,5.3e-07,1.06e-06,2.39e-06
can,1.06e-06,3.156e-05,3.45e-06,2.7e-07,1.06e-06,8e-07,1.697e-05,8.062e-05,8e-07,4.51e-06,2.12e-06,1.3e-05,2.7e-07,0.0,0.0,2.7e-07,3.71e-06,0.0,3.713e-05,5.3e-07,0.0,0.0,0.0,0.0,8e-07,0.0,0.0,2.122e-05,6.9e-06,1.86e-06,1.22e-05,2.7e-07,1.856e-05,5.649e-05,5.3e-07,6.047e-05,2.7e-07,0.0,0.00016337,0.0,0.0,4.137e-05,0.0,0.0,0.0001204,2.7e-07,0.0,0.0,5.3e-06,8e-07
its,0.0,9.733e-05,0.00010449,0.0,3.474e-05,5.622e-05,3.845e-05,1.326e-05,3.421e-05,9.28e-06,3.023e-05,8.49e-06,1.33e-06,1.936e-05,1.3e-05,5.3e-06,2.7e-07,2.12e-06,1.86e-06,1.591e-05,0.0,0.0,0.0,2.39e-06,5.3e-07,0.0,1.33e-06,1.061e-05,5.04e-06,2.7e-07,5.3e-07,9.02e-06,2.7e-07,0.0,5.3e-07,0.0,2.7e-07,0.0,2.7e-07,5.3e-07,0.0,0.0,5.3e-07,0.0,1.59e-06,0.0,5.57e-06,2.7e-07,7.69e-06,5.04e-06
you,1.59e-06,6.365e-05,3.501e-05,0.0,6.1e-05,4.77e-06,2.838e-05,8.434e-05,1.697e-05,2.307e-05,7.16e-06,3.686e-05,8.487e-05,8.75e-06,5.3e-07,5.3e-07,2.12e-06,5.83e-06,1.114e-05,3.98e-06,5.3e-07,0.0,0.0,2.042e-05,1.06e-06,0.0,1.06e-06,2.626e-05,8.49e-06,1.33e-06,5.3e-07,1.087e-05,4.51e-06,0.0,7.69e-06,1.06e-06,2.254e-05,0.0,8.49e-06,8e-07,0.0,0.0,0.0,0.0,5.04e-06,0.0,2.7e-07,4.24e-06,2.92e-06,2.39e-06
her,5.3e-07,8.38e-05,0.00014851,0.0,7.346e-05,0.00010582,6.948e-05,1.671e-05,7.558e-05,7.16e-06,5.278e-05,1.512e-05,2.92e-06,3.607e-05,2.069e-05,3.792e-05,1.33e-06,1.114e-05,6.9e-06,2.44e-05,0.0,3.45e-06,0.0,2.92e-06,1.59e-06,0.0,1.59e-06,1.273e-05,3.45e-06,1.59e-06,8e-07,3.342e-05,1.59e-06,0.0,5.3e-07,2.7e-07,0.0,0.0,5.3e-07,7.69e-06,0.0,2.7e-07,8e-07,1.59e-06,1.33e-06,0.0,1.114e-05,5.3e-07,6.63e-06,1.034e-05
our,2.7e-07,6.285e-05,0.00013711,0.0,5.914e-05,9.494e-05,5.331e-05,2.36e-05,5.49e-05,2.36e-05,2.201e-05,4.77e-06,1.86e-06,4.296e-05,9.02e-06,8e-07,4.24e-06,1.06e-06,6.1e-06,5.3e-06,0.0,0.0,0.0,2.12e-06,2.39e-06,0.0,1.59e-06,6.63e-06,1.33e-06,2.65e-06,0.0,1.246e-05,5.3e-07,0.0,2.7e-07,1.86e-06,2.7e-07,0.0,1.33e-06,5.3e-07,0.0,2.7e-07,0.0,1.33e-06,1.06e-06,0.0,8.22e-06,2.7e-07,5.3e-06,2.7e-07
they,1.86e-06,0.00015912,2.92e-06,0.0,2.92e-06,8.22e-06,5.3e-07,0.00011324,2.7e-07,7.43e-06,2.39e-06,9.468e-05,1.14e-05,8e-07,2.7e-07,0.0,1.06e-06,1.06e-06,5.83e-06,1.33e-06,0.0,0.0,0.0,3.18e-06,1.33e-06,0.0,8e-07,6.047e-05,7.16e-06,2.7e-07,1.59e-06,4.24e-06,6.9e-06,5.3e-07,1.86e-06,0.0,3.71e-06,0.0,2.12e-06,1.86e-06,0.0,2.65e-06,0.0,0.0,9.02e-06,0.0,2.7e-07,2.12e-06,5.3e-07,2.811e-05
also,0.0,2.944e-05,1.06e-06,0.0,1.59e-06,0.0,2.7e-07,1.22e-05,2.7e-07,8.062e-05,5.3e-07,2.7e-07,2.175e-05,2.7e-07,0.0,1.989e-05,3.45e-06,3.103e-05,4.031e-05,2.7e-07,0.0,0.0,0.0,1.459e-05,5.3e-07,0.0,5.3e-07,0.0001037,2.7e-07,5.3e-07,3.686e-05,5.3e-07,1.538e-05,1.379e-05,1.3e-05,3.633e-05,0.00011377,0.0,2.281e-05,2.7e-07,0.0,2.095e-05,0.0,0.0,8.49e-06,0.0,0.0,1.22e-05,0.0,1.59e-06
